fid,crs28992re,avg_woz,1COR_DEN_INDEX_WALK
"117007",E1157N4854,"260","0.73"
"117008",E1158N4854,"177","0.73"
"117009",E1159N4854,"255","0.73"
"117010",E1160N4854,"301","0.73"
"116694",E1158N4855,"272","0.71"
"116695",E1159N4855,"244","0.68"
"116696",E1160N4855,"241","0.69"
"116382",E1160N4856,"277","0.70"
"116383",E1161N4856,"269","0.74"
"117667",E1186N4852,"478","0.64"
"117668",E1187N4852,"514","0.60"
"117669",E1188N4852,"777","0.60"
"117670",E1189N4852,"2474","0.60"
"117671",E1190N4852,"3221","0.61"
"117672",E1191N4852,"2664","0.60"
"117673",E1192N4852,"1075","0.57"
"117674",E1193N4852,"1653","0.59"
"117675",E1194N4852,"1269","0.65"
"117676",E1195N4852,"859","0.66"
"117677",E1196N4852,"950","0.66"
"117678",E1197N4852,"1042","0.67"
"117679",E1198N4852,"1287","0.68"
"117680",E1199N4852,"1186","0.73"
"117681",E1200N4852,"1907","0.82"
"117682",E1201N4852,"1645","0.90"
"117683",E1202N4852,"1206","0.93"
"117684",E1203N4852,"1317","0.93"
"117685",E1204N4852,"1081","0.93"
"117686",E1205N4852,"878","0.93"
"117687",E1206N4852,"653","0.93"
"117688",E1207N4852,"533","0.93"
"117689",E1208N4852,"505","0.93"
"117690",E1209N4852,"416","0.93"
"117691",E1210N4852,"389","0.93"
"117692",E1211N4852,"427","0.93"
"117693",E1212N4852,"461","0.93"
"117694",E1213N4852,"465","0.93"
"117695",E1214N4852,"522","0.93"
"117654",E1170N4852,"315","0.71"
"117338",E1170N4853,"317","0.73"
"117655",E1171N4852,"280","0.73"
"117339",E1171N4853,"276","0.73"
"117656",E1172N4852,"509","0.73"
"117340",E1172N4853,"508","0.68"
"116394",E1173N4856,"181","0.67"
"117657",E1174N4852,"428","0.68"
"117659",E1176N4852,"465","0.62"
"117660",E1177N4852,"428","0.66"
"117661",E1179N4852,"941","0.62"
"117662",E1181N4852,"418","0.67"
"117663",E1182N4852,"443","0.67"
"117664",E1183N4852,"435","0.67"
"117665",E1184N4852,"389","0.69"
"117666",E1185N4852,"595","0.67"
"116700",E1166N4855,"282","0.69"
"116703",E1169N4855,"291","0.73"
"116701",E1167N4855,"288","0.73"
"116387",E1166N4856,"272","0.72"
"116390",E1169N4856,"284","0.72"
"116389",E1168N4856,"306","0.73"
"116388",E1167N4856,"291","0.73"
"116098",E1166N4857,"273","0.67"
"116099",E1167N4857,"278","0.68"
"116100",E1168N4857,"261","0.68"
"116101",E1169N4857,"263","0.67"
"115799",E1166N4858,"326","0.64"
"115800",E1167N4858,"375","0.67"
"115801",E1168N4858,"286","0.67"
"115802",E1169N4858,"294","0.67"
"115491",E1166N4859,"452","0.60"
"115492",E1167N4859,"454","0.63"
"115493",E1168N4859,"353","0.67"
"115184",E1166N4860,"462","0.60"
"115185",E1167N4860,"477","0.62"
"115186",E1168N4860,"398","0.67"
"115187",E1169N4860,"310","0.67"
"114863",E1166N4861,"524","0.60"
"114864",E1167N4861,"506","0.63"
"114865",E1168N4861,"394","0.67"
"114866",E1169N4861,"310","0.67"
"114556",E1166N4862,"414","0.60"
"114557",E1167N4862,"252","0.64"
"114558",E1169N4862,"273","0.67"
"114243",E1166N4863,"290","0.59"
"114244",E1167N4863,"264","0.61"
"114245",E1168N4863,"195","0.66"
"114246",E1169N4863,"282","0.64"
"117015",E1167N4854,"338","0.69"
"117335",E1167N4853,"318","0.67"
"117651",E1167N4852,"322","0.67"
"117014",E1166N4854,"621","0.67"
"117334",E1166N4853,"361","0.67"
"117650",E1166N4852,"306","0.67"
"117653",E1169N4852,"317","0.67"
"117337",E1169N4853,"328","0.73"
"117017",E1169N4854,"352","0.73"
"117652",E1168N4852,"301","0.67"
"117336",E1168N4853,"358","0.68"
"117016",E1168N4854,"371","0.73"
"117341",E1174N4853,"429","0.67"
"117342",E1175N4853,"433","0.67"
"117343",E1176N4853,"415","0.66"
"117344",E1177N4853,"394","0.64"
"117345",E1179N4853,"1127","0.62"
"117346",E1181N4853,"385","0.67"
"117347",E1182N4853,"394","0.67"
"117348",E1183N4853,"425","0.66"
"117349",E1184N4853,"382","0.61"
"117350",E1185N4853,"654","0.64"
"117351",E1186N4853,"605","0.67"
"117352",E1187N4853,"560","0.64"
"117353",E1188N4853,"1350","0.60"
"117355",E1191N4853,"2569","0.65"
"117356",E1192N4853,"1003","0.59"
"117357",E1193N4853,"1620","0.58"
"117358",E1194N4853,"1740","0.59"
"116399",E1180N4856,"614","0.73"
"116711",E1180N4855,"664","0.71"
"116400",E1181N4856,"622","0.71"
"116712",E1181N4855,"794","0.67"
"116401",E1182N4856,"665","0.67"
"116402",E1183N4856,"382","0.69"
"116713",E1183N4855,"414","0.67"
"117022",E1183N4854,"461","0.66"
"116403",E1184N4856,"248","0.67"
"116714",E1184N4855,"507","0.62"
"117023",E1184N4854,"500","0.60"
"116404",E1185N4856,"416","0.66"
"116715",E1185N4855,"550","0.60"
"117024",E1185N4854,"642","0.60"
"116405",E1186N4856,"521","0.72"
"116108",E1186N4857,"616","0.73"
"116716",E1186N4855,"701","0.66"
"117025",E1186N4854,"525","0.65"
"116406",E1187N4856,"434","0.68"
"116109",E1187N4857,"424","0.72"
"116717",E1187N4855,"673","0.70"
"117026",E1187N4854,"515","0.69"
"116407",E1188N4856,"606","0.67"
"116110",E1188N4857,"434","0.67"
"116718",E1188N4855,"734","0.70"
"116408",E1189N4856,"738","0.67"
"116111",E1189N4857,"533","0.70"
"116409",E1190N4856,"566","0.68"
"116112",E1190N4857,"554","0.75"
"116410",E1191N4856,"1019","0.71"
"116113",E1191N4857,"678","0.77"
"116114",E1192N4857,"403","0.80"
"117027",E1192N4854,"1692","0.64"
"116115",E1193N4857,"213","0.80"
"115803",E1170N4858,"331","0.67"
"115495",E1170N4859,"314","0.67"
"114247",E1170N4863,"282","0.60"
"114559",E1170N4862,"283","0.65"
"115188",E1170N4860,"306","0.67"
"115804",E1171N4858,"279","0.67"
"115496",E1171N4859,"314","0.67"
"114248",E1171N4863,"284","0.60"
"114560",E1171N4862,"258","0.60"
"114868",E1171N4861,"236","0.66"
"115189",E1171N4860,"239","0.67"
"115805",E1172N4858,"298","0.67"
"115497",E1172N4859,"253","0.67"
"114249",E1172N4863,"262","0.58"
"114561",E1172N4862,"270","0.60"
"115806",E1173N4858,"379","0.67"
"116102",E1170N4857,"272","0.67"
"116103",E1171N4857,"270","0.67"
"116104",E1172N4857,"253","0.67"
"116105",E1174N4857,"235","0.67"
"116106",E1175N4857,"250","0.66"
"116107",E1176N4857,"248","0.68"
"115810",E1177N4858,"245","0.72"
"115809",E1176N4858,"251","0.67"
"115808",E1175N4858,"270","0.63"
"116395",E1174N4856,"169","0.67"
"116708",E1174N4855,"225","0.67"
"116709",E1175N4855,"445","0.67"
"116710",E1176N4855,"283","0.67"
"117021",E1174N4854,"1308","0.67"
"116707",E1173N4855,"225","0.67"
"116706",E1172N4855,"308","0.67"
"116705",E1171N4855,"281","0.67"
"116704",E1170N4855,"303","0.72"
"117020",E1172N4854,"510","0.67"
"117019",E1171N4854,"281","0.70"
"117018",E1170N4854,"321","0.73"
"116393",E1172N4856,"268","0.67"
"116392",E1171N4856,"276","0.67"
"116391",E1170N4856,"273","0.67"
"115498",E1173N4859,"407","0.66"
"115499",E1174N4859,"402","0.62"
"115500",E1175N4859,"311","0.66"
"115501",E1176N4859,"330","0.65"
"115502",E1177N4859,"446","0.67"
"115503",E1178N4859,"311","0.72"
"115504",E1184N4859,"419","0.69"
"115505",E1185N4859,"431","0.69"
"115506",E1186N4859,"693","0.75"
"115507",E1187N4859,"492","0.79"
"115508",E1188N4859,"439","0.80"
"115509",E1189N4859,"452","0.80"
"115510",E1190N4859,"489","0.80"
"115511",E1191N4859,"471","0.80"
"115512",E1192N4859,"516","0.80"
"115513",E1193N4859,"471","0.80"
"115514",E1194N4859,"454","0.80"
"115515",E1195N4859,"434","0.80"
"115516",E1196N4859,"777","0.80"
"115517",E1197N4859,"1411","0.80"
"115518",E1198N4859,"1818","0.87"
"115519",E1202N4859,"782","0.93"
"115520",E1203N4859,"1089","0.93"
"115521",E1204N4859,"977","0.93"
"115522",E1205N4859,"866","0.93"
"115523",E1206N4859,"1433","0.93"
"115524",E1207N4859,"940","0.93"
"115525",E1210N4859,"777","0.93"
"115526",E1212N4859,"365","0.94"
"115527",E1213N4859,"425","0.98"
"115528",E1214N4859,"548","0.97"
"115529",E1215N4859,"616","1.00"
"115530",E1216N4859,"583","1.00"
"115532",E1219N4859,"693","0.98"
"115534",E1221N4859,"970","0.93"
"115535",E1222N4859,"697","0.93"
"115536",E1223N4859,"504","0.89"
"115537",E1224N4859,"1024","0.87"
"115538",E1226N4859,"389","0.87"
"115539",E1227N4859,"420","0.88"
"115540",E1228N4859,"443","0.95"
"115194",E1178N4860,"232","0.68"
"115195",E1179N4860,"408","0.76"
"115196",E1184N4860,"409","0.73"
"115197",E1185N4860,"396","0.77"
"115198",E1186N4860,"666","0.80"
"115199",E1187N4860,"463","0.80"
"115200",E1188N4860,"378","0.80"
"115201",E1189N4860,"443","0.80"
"115202",E1190N4860,"426","0.80"
"115203",E1191N4860,"466","0.80"
"115204",E1192N4860,"436","0.80"
"115205",E1193N4860,"441","0.80"
"115206",E1194N4860,"456","0.80"
"115207",E1195N4860,"598","0.80"
"115208",E1196N4860,"756","0.80"
"115209",E1197N4860,"666","0.80"
"115210",E1198N4860,"546","0.85"
"115211",E1199N4860,"1122","0.87"
"115212",E1200N4860,"1225","0.89"
"115213",E1201N4860,"1388","0.93"
"115214",E1202N4860,"1677","0.93"
"115215",E1203N4860,"1495","0.93"
"115216",E1204N4860,"1452","0.93"
"115217",E1205N4860,"1323","0.93"
"115218",E1206N4860,"587","0.93"
"115220",E1208N4860,"666","0.93"
"115221",E1209N4860,"795","0.93"
"115222",E1210N4860,"537","0.93"
"115223",E1211N4860,"492","0.94"
"115224",E1212N4860,"690","0.96"
"115225",E1213N4860,"736","0.93"
"115226",E1214N4860,"824","0.93"
"115190",E1172N4860,"265","0.66"
"114869",E1172N4861,"267","0.61"
"114870",E1174N4861,"348","0.66"
"114562",E1174N4862,"278","0.61"
"114250",E1174N4863,"309","0.60"
"115191",E1175N4860,"444","0.65"
"114871",E1175N4861,"451","0.67"
"114563",E1175N4862,"293","0.67"
"114251",E1175N4863,"308","0.67"
"115192",E1176N4860,"348","0.66"
"114872",E1176N4861,"432","0.67"
"114564",E1176N4862,"336","0.68"
"114252",E1176N4863,"307","0.73"
"115193",E1177N4860,"356","0.67"
"114873",E1177N4861,"376","0.68"
"114565",E1177N4862,"321","0.73"
"114253",E1177N4863,"192","0.73"
"113914",E1168N4864,"649","0.57"
"113915",E1169N4864,"450","0.60"
"113916",E1170N4864,"437","0.60"
"113917",E1171N4864,"418","0.55"
"113919",E1173N4864,"386","0.60"
"113604",E1168N4865,"637","0.52"
"113605",E1169N4865,"309","0.55"
"113606",E1170N4865,"337","0.55"
"113607",E1171N4865,"415","0.53"
"113609",E1173N4865,"242","0.60"
"113608",E1172N4865,"477","0.54"
"113324",E1169N4866,"438","0.47"
"113325",E1170N4866,"514","0.50"
"113326",E1171N4866,"472","0.53"
"113328",E1173N4866,"255","0.60"
"113036",E1169N4867,"390","0.47"
"113037",E1170N4867,"460","0.47"
"113038",E1171N4867,"547","0.50"
"113040",E1173N4867,"255","0.60"
"113039",E1172N4867,"566","0.55"
"112763",E1170N4868,"402","0.47"
"112764",E1171N4868,"547","0.47"
"112765",E1172N4868,"575","0.56"
"112487",E1187N4869,"367","0.89"
"112203",E1187N4870,"367","0.93"
"112488",E1188N4869,"496","0.87"
"112204",E1188N4870,"371","0.88"
"112489",E1189N4869,"443","0.87"
"112205",E1189N4870,"416","0.87"
"112490",E1190N4869,"443","0.87"
"112206",E1190N4870,"481","0.87"
"112491",E1191N4869,"441","0.86"
"112207",E1191N4870,"486","0.87"
"112492",E1192N4869,"520","0.80"
"112208",E1192N4870,"397","0.82"
"112493",E1193N4869,"503","0.80"
"112209",E1193N4870,"485","0.80"
"112494",E1194N4869,"403","0.80"
"112210",E1194N4870,"548","0.80"
"112495",E1195N4869,"450","0.84"
"112211",E1195N4870,"454","0.86"
"112496",E1196N4869,"456","0.87"
"112212",E1196N4870,"491","0.86"
"112497",E1197N4869,"528","0.87"
"112213",E1197N4870,"529","0.86"
"112498",E1198N4869,"507","0.87"
"112214",E1198N4870,"560","0.87"
"112499",E1199N4869,"505","0.87"
"112215",E1199N4870,"500","0.86"
"112500",E1200N4869,"437","0.87"
"112216",E1200N4870,"579","0.83"
"112202",E1186N4870,"343","0.88"
"112486",E1186N4869,"362","0.90"
"112485",E1185N4869,"344","0.88"
"112201",E1185N4870,"366","0.92"
"112484",E1184N4869,"387","0.93"
"112200",E1184N4870,"426","0.93"
"112483",E1183N4869,"396","0.93"
"112199",E1183N4870,"335","0.93"
"112198",E1182N4870,"357","0.93"
"112197",E1172N4870,"552","0.68"
"112196",E1171N4870,"520","0.60"
"112481",E1178N4869,"246","0.85"
"112480",E1177N4869,"212","0.81"
"112479",E1176N4869,"225","0.80"
"112478",E1175N4869,"298","0.80"
"112476",E1172N4869,"595","0.55"
"112475",E1171N4869,"531","0.52"
"111937",E1198N4871,"466","0.81"
"111938",E1199N4871,"504","0.80"
"111939",E1200N4871,"500","0.80"
"111940",E1201N4871,"479","0.80"
"111941",E1202N4871,"445","0.85"
"111942",E1203N4871,"526","0.87"
"111943",E1204N4871,"690","0.87"
"111944",E1205N4871,"724","0.87"
"111945",E1206N4871,"614","0.87"
"111946",E1207N4871,"986","0.85"
"111947",E1208N4871,"1426","0.78"
"111948",E1209N4871,"690","0.78"
"111949",E1210N4871,"505","0.79"
"111950",E1211N4871,"647","0.75"
"111951",E1212N4871,"594","0.73"
"111952",E1213N4871,"499","0.76"
"111953",E1214N4871,"534","0.80"
"111954",E1215N4871,"565","0.80"
"111955",E1216N4871,"464","0.74"
"111956",E1217N4871,"468","0.73"
"111957",E1218N4871,"395","0.73"
"111958",E1219N4871,"498","0.73"
"111959",E1220N4871,"483","0.73"
"111960",E1221N4871,"384","0.73"
"111961",E1222N4871,"454","0.73"
"111962",E1223N4871,"546","0.73"
"111963",E1224N4871,"482","0.73"
"111936",E1197N4871,"508","0.81"
"111935",E1196N4871,"568","0.87"
"111934",E1195N4871,"515","0.87"
"111933",E1194N4871,"307","0.80"
"111932",E1193N4871,"404","0.80"
"111931",E1192N4871,"443","0.86"
"111930",E1191N4871,"481","0.87"
"111929",E1190N4871,"450","0.85"
"111928",E1189N4871,"387","0.87"
"111927",E1188N4871,"360","0.92"
"111926",E1187N4871,"342","0.93"
"111925",E1186N4871,"358","0.89"
"111924",E1185N4871,"304","0.93"
"111923",E1184N4871,"350","0.93"
"111922",E1183N4871,"358","0.93"
"111921",E1182N4871,"339","0.93"
"111920",E1171N4871,"288","0.67"
"111649",E1162N4872,"392","0.60"
"111650",E1163N4872,"442","0.71"
"111652",E1170N4872,"275","0.72"
"111653",E1171N4872,"282","0.74"
"111654",E1172N4872,"275","0.80"
"111656",E1175N4872,"289","0.90"
"111658",E1182N4872,"364","0.93"
"111659",E1183N4872,"348","0.93"
"111660",E1184N4872,"365","0.93"
"111661",E1185N4872,"335","0.93"
"111662",E1186N4872,"364","0.93"
"111663",E1187N4872,"343","0.91"
"111664",E1188N4872,"379","0.93"
"111665",E1189N4872,"435","0.91"
"111666",E1190N4872,"501","0.84"
"111667",E1191N4872,"543","0.85"
"111668",E1192N4872,"455","0.87"
"111669",E1193N4872,"372","0.82"
"111670",E1194N4872,"388","0.81"
"111671",E1195N4872,"420","0.87"
"111672",E1196N4872,"204","0.87"
"111673",E1197N4872,"205","0.85"
"111674",E1198N4872,"514","0.80"
"111675",E1199N4872,"575","0.80"
"111676",E1200N4872,"462","0.80"
"111677",E1201N4872,"500","0.80"
"111678",E1202N4872,"475","0.83"
"111679",E1203N4872,"443","0.87"
"111680",E1204N4872,"351","0.87"
"111681",E1205N4872,"447","0.87"
"111682",E1206N4872,"652","0.87"
"111683",E1207N4872,"534","0.86"
"111684",E1208N4872,"717","0.77"
"111685",E1209N4872,"775","0.76"
"111686",E1210N4872,"764","0.80"
"111687",E1211N4872,"374","0.80"
"111688",E1212N4872,"513","0.76"
"111689",E1213N4872,"598","0.78"
"111690",E1214N4872,"480","0.80"
"111691",E1215N4872,"404","0.80"
"111692",E1216N4872,"553","0.73"
"111693",E1217N4872,"435","0.73"
"111694",E1218N4872,"440","0.73"
"111695",E1219N4872,"406","0.73"
"111696",E1220N4872,"522","0.73"
"111697",E1221N4872,"496","0.73"
"111698",E1223N4872,"487","0.73"
"111699",E1224N4872,"658","0.73"
"111377",E1164N4873,"563","0.73"
"111378",E1169N4873,"283","0.73"
"111379",E1170N4873,"266","0.74"
"111380",E1172N4873,"308","0.84"
"111381",E1173N4873,"237","0.90"
"111383",E1175N4873,"302","0.93"
"111384",E1176N4873,"436","0.92"
"111385",E1179N4873,"340","0.87"
"111386",E1180N4873,"245","0.87"
"111387",E1181N4873,"256","0.87"
"111388",E1182N4873,"386","0.92"
"111389",E1183N4873,"366","0.93"
"111390",E1184N4873,"342","0.93"
"111391",E1185N4873,"352","0.93"
"111392",E1186N4873,"358","0.93"
"111393",E1187N4873,"389","0.89"
"111376",E1163N4873,"468","0.73"
"111374",E1161N4873,"342","0.60"
"111373",E1160N4873,"322","0.58"
"111372",E1159N4873,"366","0.53"
"111371",E1158N4873,"346","0.53"
"111370",E1157N4873,"311","0.53"
"111369",E1156N4873,"337","0.53"
"111368",E1155N4873,"427","0.53"
"111394",E1188N4873,"397","0.93"
"111395",E1189N4873,"398","0.93"
"111396",E1190N4873,"537","0.89"
"111397",E1191N4873,"516","0.82"
"111398",E1192N4873,"443","0.85"
"111399",E1193N4873,"351","0.84"
"111400",E1194N4873,"382","0.82"
"111401",E1195N4873,"444","0.87"
"111402",E1196N4873,"408","0.87"
"111403",E1197N4873,"352","0.87"
"111404",E1198N4873,"470","0.85"
"111405",E1199N4873,"462","0.80"
"111406",E1200N4873,"530","0.80"
"111407",E1201N4873,"515","0.80"
"111408",E1202N4873,"480","0.80"
"111409",E1203N4873,"392","0.86"
"111410",E1204N4873,"442","0.87"
"111411",E1205N4873,"456","0.87"
"111412",E1206N4873,"582","0.87"
"111414",E1208N4873,"1255","0.78"
"111415",E1209N4873,"1051","0.73"
"111417",E1212N4873,"380","0.80"
"111418",E1214N4873,"1032","0.80"
"111419",E1215N4873,"465","0.78"
"111420",E1216N4873,"540","0.73"
"111421",E1217N4873,"450","0.73"
"111422",E1218N4873,"408","0.73"
"111423",E1219N4873,"471","0.73"
"111424",E1220N4873,"495","0.73"
"111425",E1221N4873,"634","0.73"
"111426",E1222N4873,"684","0.73"
"111099",E1176N4874,"422","0.93"
"111101",E1178N4874,"408","0.90"
"111102",E1179N4874,"380","0.87"
"111103",E1180N4874,"393","0.87"
"111104",E1181N4874,"431","0.87"
"111105",E1182N4874,"389","0.88"
"111106",E1183N4874,"353","0.93"
"111109",E1187N4874,"376","0.88"
"111110",E1188N4874,"376","0.87"
"111111",E1189N4874,"391","0.92"
"111112",E1190N4874,"541","0.93"
"111113",E1191N4874,"437","0.86"
"111114",E1192N4874,"423","0.80"
"111097",E1174N4874,"162","0.93"
"111096",E1173N4874,"254","0.93"
"111095",E1172N4874,"280","0.88"
"111084",E1159N4874,"282","0.56"
"111085",E1160N4874,"256","0.60"
"111086",E1161N4874,"275","0.62"
"111087",E1162N4874,"280","0.71"
"111088",E1163N4874,"319","0.73"
"110460",E1164N4876,"340","0.73"
"110777",E1164N4875,"519","0.73"
"111089",E1164N4874,"451","0.73"
"110778",E1165N4875,"549","0.73"
"111090",E1165N4874,"647","0.72"
"110779",E1166N4875,"258","0.73"
"111091",E1166N4874,"275","0.68"
"110462",E1167N4876,"202","0.73"
"110780",E1167N4875,"248","0.73"
"111092",E1167N4874,"273","0.73"
"111093",E1168N4874,"263","0.73"
"111094",E1169N4874,"196","0.73"
"110776",E1163N4875,"463","0.73"
"110459",E1163N4876,"375","0.73"
"110775",E1162N4875,"92","0.73"
"110458",E1162N4876,"225","0.73"
"110774",E1161N4875,"261","0.67"
"110457",E1161N4876,"254","0.70"
"110773",E1160N4875,"380","0.60"
"110456",E1160N4876,"360","0.63"
"110772",E1159N4875,"312","0.60"
"110455",E1159N4876,"314","0.60"
"110466",E1171N4876,"294","0.87"
"110784",E1171N4875,"238","0.87"
"110465",E1170N4876,"207","0.80"
"110783",E1170N4875,"221","0.79"
"110464",E1169N4876,"203","0.74"
"110782",E1169N4875,"202","0.73"
"110463",E1168N4876,"200","0.73"
"110781",E1168N4875,"235","0.73"
"111079",E1154N4874,"282","0.52"
"111080",E1155N4874,"492","0.53"
"111081",E1156N4874,"290","0.53"
"111082",E1157N4874,"305","0.53"
"111083",E1158N4874,"275","0.53"
"110769",E1156N4875,"258","0.53"
"110770",E1157N4875,"238","0.53"
"110771",E1158N4875,"268","0.54"
"110451",E1154N4876,"260","0.53"
"110452",E1156N4876,"287","0.53"
"110453",E1157N4876,"241","0.53"
"110454",E1158N4876,"208","0.57"
"110129",E1154N4877,"269","0.53"
"110131",E1156N4877,"246","0.53"
"110132",E1157N4877,"234","0.54"
"110133",E1158N4877,"210","0.60"
"109821",E1154N4878,"287","0.47"
"109822",E1156N4878,"219","0.53"
"109823",E1157N4878,"230","0.57"
"109824",E1158N4878,"245","0.60"
"109513",E1154N4879,"225","0.47"
"109514",E1156N4879,"282","0.51"
"109515",E1157N4879,"278","0.60"
"109516",E1158N4879,"204","0.61"
"109214",E1154N4880,"263","0.47"
"109215",E1157N4880,"222","0.56"
"109216",E1158N4880,"206","0.63"
"108895",E1154N4881,"353","0.47"
"108896",E1156N4881,"375","0.52"
"108897",E1157N4881,"362","0.53"
"110788",E1175N4875,"523","0.93"
"110789",E1176N4875,"706","0.93"
"110790",E1177N4875,"552","0.93"
"110791",E1178N4875,"368","0.93"
"110792",E1179N4875,"291","0.91"
"110793",E1180N4875,"310","0.87"
"110794",E1181N4875,"364","0.87"
"110795",E1182N4875,"386","0.87"
"110796",E1183N4875,"369","0.91"
"110797",E1188N4875,"480","0.87"
"110798",E1189N4875,"411","0.88"
"110799",E1190N4875,"442","0.93"
"110800",E1191N4875,"349","0.90"
"110801",E1192N4875,"375","0.83"
