fid,crs28992re,num_social,INDEX_WALK
"129816",E1298N4798,"5","0.00"
"129303",E1298N4800,"10","0.00"
"131057",E1257N4793,"15","0.39"
"131058",E1258N4793,"50","0.40"
"131059",E1259N4793,"30","0.44"
"131060",E1260N4793,"40","0.49"
"131061",E1261N4793,"25","0.53"
"130813",E1257N4794,"10","0.36"
"130814",E1258N4794,"40","0.40"
"130815",E1259N4794,"25","0.41"
"130816",E1260N4794,"55","0.47"
"130817",E1261N4794,"15","0.51"
"130567",E1259N4795,"15","0.40"
"130568",E1260N4795,"30","0.43"
"130316",E1261N4796,"10","0.45"
"130064",E1255N4797,"10","0.43"
"130065",E1256N4797,"50","0.44"
"129802",E1255N4798,"25","0.56"
"129803",E1256N4798,"50","0.60"
"129804",E1257N4798,"35","0.56"
"129805",E1258N4798,"40","0.56"
"129546",E1255N4799,"45","0.66"
"129547",E1256N4799,"60","0.67"
"129548",E1258N4799,"75","0.64"
"129288",E1256N4800,"5","0.73"
"129289",E1257N4800,"95","0.72"
"129045",E1255N4801,"40","0.73"
"129806",E1264N4798,"5","0.45"
"129807",E1269N4798,"10","0.53"
"129808",E1270N4798,"15","0.46"
"129809",E1271N4798,"10","0.40"
"129552",E1269N4799,"10","0.53"
"129554",E1271N4799,"10","0.36"
"129555",E1272N4799,"15","0.33"
"129292",E1268N4800,"20","0.52"
"129293",E1269N4800,"20","0.48"
"129295",E1271N4800,"10","0.40"
"129296",E1272N4800,"5","0.38"
"129298",E1274N4800,"5","0.26"
"129048",E1269N4801,"15","0.47"
"129049",E1270N4801,"5","0.43"
"129050",E1271N4801,"5","0.40"
"130068",E1264N4797,"5","0.50"
"130069",E1265N4797,"5","0.52"
"130319",E1264N4796,"10","0.49"
"130320",E1265N4796,"10","0.48"
"131066",E1267N4793,"5","0.60"
"131065",E1266N4793,"5","0.60"
"130822",E1266N4794,"5","0.60"
"131064",E1265N4793,"15","0.60"
"130821",E1265N4794,"5","0.60"
"131063",E1264N4793,"10","0.60"
"130820",E1264N4794,"5","0.59"
"130572",E1264N4795,"5","0.53"
"131062",E1263N4793,"5","0.60"
"130819",E1263N4794,"10","0.55"
"130318",E1263N4796,"15","0.50"
"130571",E1263N4795,"15","0.53"
"130818",E1262N4794,"10","0.53"
"130317",E1262N4796,"5","0.46"
"130570",E1262N4795,"10","0.52"
"128157",E1271N4805,"10","0.53"
"127954",E1271N4806,"10","0.53"
"127746",E1271N4807,"10","0.53"
"128820",E1271N4802,"5","0.40"
"127955",E1272N4806,"20","0.53"
"127747",E1272N4807,"10","0.53"
"128821",E1272N4802,"15","0.40"
"127956",E1273N4806,"10","0.53"
"127748",E1273N4807,"20","0.53"
"128588",E1273N4803,"15","0.40"
"128822",E1273N4802,"5","0.40"
"127749",E1274N4807,"5","0.53"
"128589",E1274N4803,"10","0.40"
"128823",E1274N4802,"25","0.40"
"129052",E1274N4801,"5","0.36"
"129053",E1275N4801,"5","0.33"
"128816",E1255N4802,"35","0.73"
"128817",E1256N4802,"80","0.73"
"128818",E1257N4802,"25","0.73"
"128579",E1255N4803,"50","0.73"
"128580",E1256N4803,"35","0.73"
"128581",E1257N4803,"30","0.73"
"128582",E1258N4803,"50","0.73"
"128363",E1255N4804,"35","0.73"
"128364",E1256N4804,"45","0.73"
"128365",E1257N4804,"60","0.73"
"128147",E1255N4805,"45","0.73"
"128148",E1256N4805,"10","0.73"
"128149",E1257N4805,"30","0.73"
"127945",E1255N4806,"45","0.73"
"127946",E1256N4806,"55","0.73"
"127737",E1257N4807,"90","0.73"
"127523",E1255N4808,"20","0.73"
"127318",E1255N4809,"10","0.73"
"128584",E1266N4803,"5","0.53"
"128585",E1267N4803,"15","0.47"
"128587",E1269N4803,"5","0.47"
"128367",E1265N4804,"5","0.59"
"128368",E1266N4804,"10","0.53"
"128369",E1267N4804,"15","0.49"
"128370",E1268N4804,"15","0.49"
"128371",E1269N4804,"15","0.52"
"128152",E1266N4805,"15","0.58"
"128153",E1267N4805,"10","0.60"
"128154",E1268N4805,"15","0.59"
"128156",E1270N4805,"5","0.56"
"127948",E1264N4806,"10","0.66"
"127949",E1266N4806,"5","0.69"
"127950",E1267N4806,"5","0.65"
"127951",E1268N4806,"10","0.60"
"127952",E1269N4806,"15","0.60"
"127953",E1270N4806,"15","0.55"
"127738",E1263N4807,"5","0.73"
"127740",E1265N4807,"60","0.73"
"127741",E1266N4807,"25","0.70"
"127743",E1268N4807,"15","0.59"
"127744",E1269N4807,"80","0.56"
"127745",E1270N4807,"20","0.53"
"127529",E1267N4808,"25","0.62"
"127530",E1268N4808,"35","0.54"
"127327",E1268N4809,"10","0.55"
"127531",E1269N4808,"25","0.53"
"127328",E1269N4809,"85","0.53"
"127532",E1270N4808,"60","0.53"
"127329",E1270N4809,"15","0.53"
"127533",E1271N4808,"45","0.53"
"127534",E1272N4808,"15","0.53"
"127331",E1273N4809,"85","0.53"
"127332",E1274N4809,"10","0.53"
"127536",E1274N4808,"20","0.53"
"127537",E1275N4808,"5","0.53"
"127334",E1276N4809,"25","0.53"
"127337",E1279N4809,"5","0.43"
"127325",E1266N4809,"15","0.66"
"127324",E1265N4809,"40","0.68"
"127527",E1265N4808,"5","0.73"
"127323",E1264N4809,"25","0.71"
"127526",E1264N4808,"10","0.73"
"127322",E1263N4809,"25","0.73"
"127321",E1262N4809,"5","0.73"
"127106",E1260N4810,"5","0.73"
"127108",E1262N4810,"10","0.70"
"126909",E1263N4811,"10","0.67"
"127109",E1263N4810,"25","0.67"
"126910",E1264N4811,"50","0.67"
"127110",E1264N4810,"35","0.67"
"126911",E1265N4811,"50","0.67"
"127111",E1265N4810,"45","0.67"
"126912",E1266N4811,"10","0.66"
"127112",E1266N4810,"65","0.66"
"126913",E1267N4811,"55","0.60"
"127113",E1267N4810,"35","0.60"
"127114",E1268N4810,"90","0.56"
"126914",E1269N4811,"110","0.53"
"127115",E1269N4810,"5","0.53"
"126915",E1270N4811,"90","0.53"
"127116",E1270N4810,"10","0.53"
"127117",E1271N4810,"40","0.53"
"127118",E1273N4810,"20","0.53"
"127119",E1274N4810,"30","0.53"
"126917",E1275N4811,"15","0.53"
"127120",E1275N4810,"70","0.53"
"126918",E1276N4811,"10","0.53"
"127121",E1276N4810,"45","0.53"
"126919",E1277N4811,"5","0.53"
"127122",E1277N4810,"10","0.53"
"126920",E1278N4811,"5","0.53"
"127123",E1278N4810,"15","0.50"
"126921",E1279N4811,"5","0.47"
"127124",E1279N4810,"10","0.46"
"127125",E1280N4810,"10","0.36"
"127105",E1259N4810,"15","0.69"
"126907",E1259N4811,"25","0.63"
"127104",E1258N4810,"25","0.73"
"126906",E1258N4811,"30","0.64"
"127103",E1257N4810,"20","0.72"
"126905",E1257N4811,"10","0.67"
"126904",E1256N4811,"20","0.67"
"127101",E1255N4810,"20","0.69"
"126903",E1255N4811,"25","0.67"
"127100",E1254N4810,"35","0.68"
"126902",E1254N4811,"20","0.67"
"127099",E1253N4810,"10","0.66"
"126901",E1253N4811,"10","0.64"
"126554",E1267N4813,"25","0.60"
"126553",E1266N4813,"35","0.65"
"126552",E1265N4813,"10","0.67"
"126551",E1264N4813,"25","0.67"
"126550",E1263N4813,"20","0.67"
"126549",E1262N4813,"10","0.67"
"126548",E1261N4813,"5","0.67"
"126547",E1260N4813,"10","0.63"
"126546",E1258N4813,"30","0.60"
"126545",E1257N4813,"40","0.62"
"126544",E1256N4813,"15","0.68"
"126543",E1255N4813,"25","0.72"
"126356",E1265N4814,"50","0.67"
"126355",E1264N4814,"25","0.67"
"126354",E1263N4814,"20","0.67"
"126353",E1262N4814,"15","0.67"
"126352",E1261N4814,"25","0.67"
"126351",E1260N4814,"15","0.61"
"126348",E1257N4814,"65","0.61"
"126347",E1256N4814,"80","0.66"
"126346",E1255N4814,"25","0.69"
"126345",E1253N4814,"5","0.67"
"126344",E1252N4814,"60","0.72"
"126724",E1255N4812,"15","0.67"
"126725",E1256N4812,"5","0.67"
"126726",E1257N4812,"55","0.66"
"126727",E1258N4812,"15","0.60"
"126729",E1261N4812,"5","0.67"
"126731",E1264N4812,"10","0.67"
"126732",E1265N4812,"40","0.67"
"126733",E1267N4812,"50","0.60"
"126734",E1271N4812,"10","0.53"
"126735",E1272N4812,"25","0.53"
"126736",E1273N4812,"5","0.53"
"126737",E1274N4812,"10","0.53"
"126738",E1275N4812,"10","0.53"
"126739",E1276N4812,"70","0.53"
"126740",E1277N4812,"45","0.53"
"126741",E1278N4812,"5","0.53"
"125960",E1264N4816,"20","0.67"
"125408",E1264N4819,"60","0.47"
"125594",E1264N4818,"55","0.53"
"125763",E1264N4817,"85","0.67"
"125961",E1265N4816,"5","0.67"
"125409",E1265N4819,"95","0.49"
"125595",E1265N4818,"55","0.54"
"125764",E1265N4817,"90","0.64"
"125962",E1266N4816,"15","0.61"
"125596",E1266N4818,"40","0.53"
"125765",E1266N4817,"15","0.59"
"125963",E1267N4816,"10","0.57"
"125964",E1269N4816,"55","0.53"
"125965",E1270N4816,"10","0.53"
"125966",E1271N4816,"20","0.53"
"125967",E1272N4816,"5","0.53"
"125968",E1273N4816,"10","0.53"
"126160",E1269N4815,"30","0.53"
"126161",E1270N4815,"30","0.53"
"126162",E1272N4815,"20","0.53"
"126163",E1273N4815,"10","0.53"
"126164",E1274N4815,"5","0.53"
"126166",E1277N4815,"10","0.52"
"126360",E1271N4814,"15","0.53"
"126362",E1273N4814,"30","0.53"
"126363",E1274N4814,"20","0.53"
"126365",E1276N4814,"10","0.53"
"126367",E1278N4814,"10","0.53"
"126563",E1278N4813,"5","0.53"
"126564",E1279N4813,"5","0.50"
"126561",E1275N4813,"15","0.53"
"126560",E1274N4813,"30","0.53"
"126559",E1273N4813,"5","0.53"
"126557",E1271N4813,"20","0.53"
"126556",E1270N4813,"5","0.53"
"126359",E1269N4814,"40","0.53"
"126358",E1268N4814,"95","0.53"
"126357",E1267N4814,"25","0.60"
"126159",E1267N4815,"85","0.58"
"126158",E1266N4815,"10","0.63"
"126157",E1265N4815,"10","0.67"
"126156",E1264N4815,"20","0.67"
"126155",E1263N4815,"10","0.67"
"126154",E1262N4815,"25","0.67"
"126153",E1261N4815,"20","0.65"
"125762",E1263N4817,"15","0.67"
"125593",E1263N4818,"40","0.59"
"125407",E1263N4819,"10","0.47"
"125592",E1262N4818,"10","0.65"
"125406",E1262N4819,"10","0.48"
"125231",E1262N4820,"15","0.47"
"125958",E1262N4816,"20","0.66"
"125760",E1261N4817,"15","0.61"
"125591",E1261N4818,"15","0.67"
"125405",E1261N4819,"15","0.52"
"125230",E1261N4820,"5","0.49"
"125957",E1261N4816,"25","0.62"
"126152",E1260N4815,"15","0.60"
"125956",E1260N4816,"20","0.60"
"125759",E1260N4817,"5","0.61"
"125590",E1260N4818,"25","0.67"
"125404",E1260N4819,"15","0.56"
"126151",E1259N4815,"10","0.60"
"126150",E1255N4815,"20","0.69"
"126149",E1254N4815,"10","0.67"
"126148",E1253N4815,"10","0.63"
"126147",E1252N4815,"15","0.66"
"125952",E1255N4816,"15","0.73"
"125951",E1254N4816,"15","0.73"
"125758",E1259N4817,"15","0.61"
"125755",E1252N4817,"10","0.73"
"125589",E1259N4818,"20","0.67"
"125587",E1252N4818,"10","0.73"
"125402",E1258N4819,"10","0.59"
"125403",E1259N4819,"10","0.59"
"125401",E1251N4819,"40","0.63"
"125226",E1251N4820,"25","0.55"
"125044",E1251N4821,"15","0.53"
"125233",E1268N4820,"10","0.47"
"125234",E1270N4820,"35","0.47"
"125236",E1272N4820,"30","0.47"
"125049",E1269N4821,"20","0.47"
"125051",E1271N4821,"10","0.47"
"125052",E1272N4821,"5","0.47"
"125053",E1273N4821,"10","0.47"
"125237",E1273N4820,"5","0.47"
"125238",E1274N4820,"5","0.47"
"125411",E1268N4819,"20","0.47"
"125412",E1270N4819,"25","0.47"
"125413",E1272N4819,"20","0.47"
"125597",E1268N4818,"20","0.53"
"125598",E1270N4818,"20","0.52"
"125599",E1271N4818,"10","0.50"
"125600",E1272N4818,"5","0.48"
"125769",E1271N4817,"20","0.53"
"125770",E1272N4817,"10","0.53"
"125771",E1273N4817,"5","0.52"
"121983",E1252N4836,"5","0.80"
"121761",E1251N4837,"15","0.77"
"121522",E1251N4838,"5","0.77"
"121258",E1251N4839,"35","0.77"
"121005",E1251N4840,"20","0.77"
"120752",E1251N4841,"10","0.75"
"121762",E1252N4837,"5","0.80"
"121006",E1252N4840,"15","0.80"
"120753",E1252N4841,"10","0.76"
"120488",E1252N4842,"5","0.79"
"120226",E1252N4843,"5","0.80"
"120489",E1253N4842,"5","0.74"
"118653",E1271N4849,"20","0.13"
"117083",E1279N4854,"20","0.33"
"117417",E1280N4853,"5","0.39"
"117084",E1280N4854,"5","0.39"
"117418",E1281N4853,"5","0.44"
"117085",E1281N4854,"10","0.44"
"118064",E1282N4851,"5","0.54"
"117741",E1282N4852,"10","0.52"
"117419",E1282N4853,"5","0.51"
"117086",E1282N4854,"5","0.49"
"117420",E1283N4853,"25","0.60"
"117087",E1283N4854,"45","0.58"
"120246",E1293N4843,"10","0.40"
"119987",E1294N4844,"10","0.40"
"119986",E1293N4844,"20","0.40"
"119985",E1292N4844,"10","0.41"
"119984",E1291N4844,"5","0.46"
"119725",E1294N4845,"10","0.40"
"119724",E1293N4845,"15","0.40"
"119723",E1292N4845,"30","0.45"
"119722",E1291N4845,"10","0.47"
"119721",E1290N4845,"5","0.48"
"119458",E1294N4846,"15","0.40"
"119456",E1292N4846,"15","0.52"
"119455",E1290N4846,"30","0.56"
"119454",E1289N4846,"15","0.57"
"119453",E1288N4846,"10","0.57"
"120507",E1292N4842,"10","0.39"
"120504",E1288N4842,"5","0.35"
"119189",E1288N4847,"10","0.60"
"119188",E1287N4847,"20","0.60"
"118926",E1286N4848,"5","0.60"
"118661",E1289N4849,"35","0.60"
"118660",E1288N4849,"55","0.60"
"118659",E1287N4849,"25","0.60"
"118658",E1286N4849,"5","0.60"
"118364",E1289N4850,"10","0.60"
"118363",E1288N4850,"15","0.60"
"118362",E1287N4850,"25","0.60"
"118361",E1286N4850,"15","0.60"
"118360",E1285N4850,"5","0.60"
"118069",E1287N4851,"5","0.60"
"118068",E1286N4851,"35","0.60"
"118067",E1285N4851,"20","0.60"
"117748",E1289N4852,"15","0.60"
"119193",E1293N4847,"95","0.43"
"119192",E1292N4847,"10","0.56"
"118932",E1293N4848,"15","0.44"
"118931",E1292N4848,"55","0.57"
"118930",E1291N4848,"30","0.60"
"118929",E1290N4848,"40","0.60"
"118664",E1292N4849,"45","0.59"
"118663",E1291N4849,"20","0.60"
"118662",E1290N4849,"35","0.60"
"116779",E1284N4855,"40","0.49"
"117088",E1284N4854,"45","0.60"
"117421",E1284N4853,"15","0.60"
"116463",E1285N4856,"20","0.46"
"117089",E1285N4854,"10","0.60"
"117422",E1285N4853,"25","0.60"
"117425",E1288N4853,"5","0.60"
"117426",E1289N4853,"5","0.60"
"117743",E1284N4852,"40","0.60"
"117744",E1285N4852,"30","0.60"
"117745",E1286N4852,"15","0.60"
"117746",E1287N4852,"45","0.60"
"117747",E1288N4852,"30","0.60"
"118365",E1291N4850,"20","0.60"
"119194",E1294N4847,"5","0.40"
"118656",E1284N4849,"5","0.60"
"118359",E1284N4850,"5","0.60"
"118066",E1284N4851,"5","0.60"
"118054",E1258N4851,"45","0.22"
"118055",E1259N4851,"25","0.16"
"117732",E1258N4852,"20","0.27"
"117737",E1268N4852,"5","0.07"
"115258",E1269N4860,"10","0.25"
"112265",E1264N4870,"70","0.21"
"112266",E1265N4870,"5","0.22"
"111990",E1259N4871,"10","0.20"
"111992",E1263N4871,"50","0.20"
"111993",E1264N4871,"50","0.20"
"111994",E1265N4871,"15","0.20"
"111720",E1261N4872,"10","0.27"
"111721",E1262N4872,"10","0.25"
"111723",E1266N4872,"5","0.20"
"111447",E1261N4873,"20","0.27"
"111449",E1264N4873,"5","0.20"
"111450",E1265N4873,"5","0.20"
"111160",E1261N4874,"65","0.27"
"111161",E1262N4874,"10","0.27"
"111162",E1263N4874,"5","0.24"
"111163",E1264N4874,"10","0.20"
"110845",E1261N4875,"15","0.27"
"110846",E1262N4875,"55","0.27"
"110528",E1262N4876,"25","0.27"
"112839",E1271N4868,"5","0.15"
"104359",E1245N4899,"40","0.75"
"104038",E1246N4901,"15","0.73"
"103881",E1248N4902,"15","0.73"
"103882",E1249N4902,"10","0.73"
"103734",E1245N4903,"75","0.67"
"103735",E1246N4903,"10","0.71"
"103736",E1247N4903,"25","0.73"
"103737",E1248N4903,"20","0.73"
"103738",E1249N4903,"15","0.73"
"103587",E1245N4904,"30","0.67"
"103588",E1246N4904,"70","0.67"
"103590",E1248N4904,"40","0.72"
"103591",E1249N4904,"15","0.73"
"103450",E1247N4905,"65","0.67"
"103451",E1249N4905,"10","0.69"
"103319",E1245N4906,"40","0.64"
"103322",E1248N4906,"10","0.67"
"103323",E1249N4906,"10","0.67"
"103182",E1246N4907,"5","0.66"
"103183",E1247N4907,"15","0.67"
"103184",E1248N4907,"10","0.67"
"103038",E1245N4908,"10","0.56"
"103039",E1246N4908,"15","0.59"
"103040",E1247N4908,"10","0.57"
"109880",E1245N4878,"5","0.37"
"109881",E1246N4878,"10","0.22"
"109882",E1247N4878,"5","0.22"
"105305",E1235N4894,"15","0.87"
"105112",E1235N4895,"20","0.87"
"104926",E1235N4896,"10","0.88"
"104732",E1235N4897,"30","0.87"
"105525",E1236N4893,"5","0.83"
"105306",E1236N4894,"20","0.82"
"105113",E1236N4895,"30","0.86"
"104927",E1236N4896,"15","0.87"
"104733",E1236N4897,"10","0.87"
"105307",E1237N4894,"20","0.83"
"105114",E1237N4895,"25","0.87"
"105308",E1238N4894,"25","0.80"
"105115",E1238N4895,"20","0.85"
"106515",E1235N4889,"5","0.77"
"106514",E1234N4889,"5","0.78"
"106513",E1233N4889,"50","0.79"
"106512",E1232N4889,"55","0.81"
"106511",E1231N4889,"50","0.87"
"106510",E1230N4889,"35","0.87"
"104723",E1218N4897,"45","0.40"
"104918",E1219N4896,"20","0.40"
"104725",E1222N4897,"10","0.73"
"105103",E1222N4895,"15","0.72"
"105104",E1223N4895,"5","0.73"
"105299",E1223N4894,"5","0.73"
"105516",E1222N4893,"5","0.66"
"105517",E1223N4893,"45","0.73"
"105750",E1222N4892,"15","0.64"
"105751",E1223N4892,"50","0.70"
"106001",E1222N4891,"10","0.61"
"106002",E1223N4891,"5","0.67"
"106003",E1224N4891,"45","0.77"
"106255",E1222N4890,"5","0.60"
"106256",E1223N4890,"30","0.63"
"106503",E1219N4889,"30","0.40"
"106504",E1223N4889,"30","0.60"
"106505",E1224N4889,"30","0.70"
"106506",E1225N4889,"20","0.74"
"106516",E1236N4889,"25","0.75"
"106517",E1237N4889,"10","0.67"
"106497",E1209N4889,"25","0.80"
"106496",E1208N4889,"20","0.80"
"106495",E1207N4889,"20","0.80"
"106494",E1206N4889,"25","0.80"
"106493",E1205N4889,"20","0.80"
"106492",E1204N4889,"10","0.80"
"106249",E1208N4890,"10","0.80"
"106248",E1207N4890,"15","0.80"
"106247",E1206N4890,"10","0.80"
"106246",E1205N4890,"40","0.80"
"106245",E1204N4890,"25","0.79"
"106244",E1203N4890,"20","0.74"
"106241",E1174N4890,"45","0.53"
"106240",E1173N4890,"35","0.47"
"105741",E1205N4892,"50","0.62"
"105740",E1204N4892,"50","0.58"
"105739",E1203N4892,"40","0.53"
"105738",E1202N4892,"30","0.49"
"105737",E1201N4892,"10","0.47"
"105736",E1200N4892,"15","0.47"
"105511",E1207N4893,"15","0.60"
"105510",E1206N4893,"65","0.60"
"105509",E1205N4893,"85","0.55"
"105508",E1204N4893,"95","0.52"
"105507",E1203N4893,"80","0.48"
"105506",E1202N4893,"75","0.47"
"105505",E1201N4893,"40","0.47"
"105291",E1202N4894,"65","0.47"
"105094",E1202N4895,"20","0.47"
"105504",E1200N4893,"45","0.47"
"105289",E1200N4894,"40","0.47"
"105092",E1200N4895,"15","0.47"
"105503",E1199N4893,"35","0.43"
"105288",E1199N4894,"35","0.43"
"105091",E1199N4895,"40","0.42"
"105287",E1198N4894,"20","0.40"
"105090",E1198N4895,"15","0.31"
"104715",E1187N4897,"30","0.22"
"106250",E1209N4890,"15","0.76"
"106489",E1172N4889,"10","0.53"
"106490",E1173N4889,"5","0.59"
"105093",E1201N4895,"40","0.47"
"105290",E1201N4894,"60","0.47"
"105987",E1201N4891,"5","0.55"
"104717",E1202N4897,"5","0.45"
"104910",E1202N4896,"35","0.47"
"105988",E1202N4891,"55","0.64"
"105989",E1203N4891,"35","0.70"
"105292",E1203N4894,"15","0.47"
"104911",E1203N4896,"15","0.47"
"104511",E1203N4898,"5","0.32"
"105990",E1204N4891,"35","0.72"
"105096",E1204N4895,"10","0.47"
"104912",E1204N4896,"10","0.47"
"104512",E1204N4898,"5","0.30"
"105991",E1205N4891,"15","0.74"
"105097",E1205N4895,"15","0.48"
"104913",E1205N4896,"5","0.48"
"104720",E1205N4897,"5","0.42"
"105992",E1206N4891,"45","0.73"
"105993",E1207N4891,"10","0.73"
"105742",E1206N4892,"40","0.67"
"105743",E1207N4892,"50","0.67"
"104737",E1242N4897,"10","0.73"
"104194",E1242N4900,"35","0.67"
"104738",E1243N4897,"35","0.73"
"104195",E1243N4900,"15","0.67"
"104357",E1243N4899,"50","0.71"
"104527",E1243N4898,"45","0.73"
"104933",E1244N4896,"10","0.71"
"104196",E1244N4900,"30","0.73"
"104358",E1244N4899,"45","0.77"
"104528",E1244N4898,"10","0.77"
"104934",E1245N4896,"15","0.74"
"104529",E1245N4898,"15","0.79"
"104360",E1246N4899,"15","0.73"
"104935",E1246N4896,"10","0.71"
"104530",E1246N4898,"25","0.73"
"104361",E1247N4899,"10","0.73"
"104197",E1247N4900,"20","0.73"
"104936",E1247N4896,"10","0.67"
"104938",E1249N4896,"20","0.62"
"104939",E1250N4896,"30","0.60"
"104940",E1251N4896,"40","0.52"
"104941",E1252N4896,"25","0.46"
"104942",E1253N4896,"40","0.39"
"104944",E1255N4896,"50","0.33"
"104945",E1256N4896,"45","0.33"
"104946",E1257N4896,"15","0.33"
"104948",E1259N4896,"65","0.33"
"104949",E1260N4896,"25","0.30"
"104362",E1249N4899,"10","0.73"
"104531",E1248N4898,"5","0.73"
"104741",E1249N4897,"15","0.68"
"105135",E1259N4895,"45","0.33"
"105136",E1260N4895,"30","0.30"
"105133",E1256N4895,"35","0.33"
"105129",E1252N4895,"50","0.40"
"105130",E1253N4895,"30","0.38"
"105131",E1254N4895,"5","0.33"
"105132",E1255N4895,"15","0.33"
"105134",E1257N4895,"25","0.33"
"105121",E1244N4895,"10","0.68"
"105120",E1243N4895,"10","0.67"
"103452",E1250N4905,"15","0.69"
"103453",E1251N4905,"15","0.65"
"104199",E1252N4900,"5","0.60"
"104040",E1252N4901,"20","0.56"
"103884",E1252N4902,"10","0.54"
"103741",E1253N4903,"25","0.47"
"104201",E1254N4900,"10","0.42"
"104042",E1254N4901,"10","0.41"
"104202",E1255N4900,"15","0.39"
"104203",E1256N4900,"15","0.34"
"104363",E1251N4899,"5","0.69"
"104365",E1253N4899,"75","0.47"
"104366",E1254N4899,"15","0.39"
"104367",E1255N4899,"5","0.34"
"104368",E1257N4899,"5","0.33"
"104533",E1250N4898,"15","0.72"
"104534",E1252N4898,"10","0.60"
"104536",E1254N4898,"15","0.35"
"104537",E1255N4898,"15","0.33"
"104538",E1256N4898,"40","0.33"
"104539",E1257N4898,"30","0.33"
"104540",E1258N4898,"40","0.31"
"104541",E1259N4898,"40","0.27"
"104742",E1250N4897,"20","0.62"
"104743",E1251N4897,"25","0.60"
"104744",E1252N4897,"20","0.52"
"104746",E1254N4897,"20","0.35"
"104747",E1255N4897,"30","0.33"
"104748",E1256N4897,"20","0.33"
"104749",E1257N4897,"15","0.33"
"104750",E1258N4897,"35","0.33"
"104751",E1259N4897,"50","0.30"
"104032",E1238N4901,"35","0.87"
"104033",E1239N4901,"5","0.80"
"104034",E1240N4901,"10","0.68"
"104035",E1241N4901,"50","0.67"
"104036",E1242N4901,"25","0.67"
"103876",E1238N4902,"10","0.86"
"103877",E1239N4902,"35","0.77"
"103878",E1240N4902,"15","0.67"
"103732",E1240N4903,"45","0.68"
"103733",E1242N4903,"15","0.60"
"103585",E1243N4904,"25","0.60"
"103586",E1244N4904,"10","0.61"
"103443",E1237N4905,"35","0.90"
"103444",E1239N4905,"20","0.78"
"103447",E1242N4905,"25","0.60"
"103448",E1243N4905,"10","0.60"
"103449",E1244N4905,"45","0.60"
"103315",E1239N4906,"5","0.80"
"103317",E1243N4906,"20","0.60"
"103318",E1244N4906,"55","0.60"
"103179",E1238N4907,"20","0.82"
"103180",E1244N4907,"20","0.60"
"103032",E1238N4908,"35","0.74"
"103033",E1239N4908,"20","0.73"
"103731",E1236N4903,"55","0.91"
"103875",E1236N4902,"65","0.87"
"103730",E1235N4903,"65","0.93"
"103013",E1210N4908,"15","0.20"
"103014",E1211N4908,"95","0.20"
"103015",E1214N4908,"5","0.20"
"103016",E1215N4908,"15","0.20"
"103017",E1216N4908,"5","0.20"
"103166",E1217N4907,"5","0.20"
"103018",E1217N4908,"15","0.20"
"103301",E1218N4906,"5","0.22"
"103167",E1218N4907,"20","0.20"
"103019",E1218N4908,"20","0.22"
"103433",E1219N4905,"5","0.31"
"103304",E1222N4906,"5","0.56"
"103023",E1223N4908,"10","0.55"
"103437",E1226N4905,"20","0.60"
"103438",E1227N4905,"10","0.60"
"103439",E1228N4905,"5","0.60"
"103577",E1226N4904,"15","0.67"
"103578",E1227N4904,"10","0.65"
"103582",E1235N4904,"15","0.93"
"103024",E1224N4908,"5","0.60"
"103178",E1234N4907,"20","0.87"
"103177",E1232N4907,"10","0.80"
"102743",E1218N4910,"10","0.24"
"102885",E1219N4909,"15","0.27"
"102744",E1219N4910,"15","0.28"
"102745",E1220N4910,"10","0.39"
"102889",E1224N4909,"20","0.56"
"102890",E1225N4909,"10","0.59"
"102750",E1225N4910,"20","0.50"
"102751",E1226N4910,"40","0.55"
"102891",E1226N4909,"70","0.60"
"102752",E1227N4910,"15","0.59"
"102892",E1227N4909,"55","0.60"
"102753",E1228N4910,"15","0.60"
"102893",E1228N4909,"20","0.60"
"102754",E1229N4910,"25","0.64"
"102894",E1229N4909,"30","0.65"
"102895",E1230N4909,"45","0.69"
"102756",E1231N4910,"60","0.73"
"102896",E1231N4909,"45","0.80"
"102757",E1232N4910,"35","0.73"
"102898",E1239N4909,"10","0.70"
"102899",E1240N4909,"5","0.56"
"102742",E1217N4910,"35","0.20"
"102883",E1217N4909,"10","0.20"
"102741",E1216N4910,"20","0.20"
"102882",E1216N4909,"5","0.20"
"102881",E1215N4909,"25","0.20"
"102739",E1214N4910,"20","0.20"
"102880",E1214N4909,"5","0.20"
"102879",E1212N4909,"5","0.20"
"102878",E1211N4909,"60","0.20"
"102761",E1241N4910,"10","0.58"
"102760",E1240N4910,"10","0.54"
"113920",E1174N4864,"20","0.61"
"113329",E1174N4866,"10","0.67"
"113041",E1174N4867,"55","0.71"
"112766",E1174N4868,"40","0.77"
"112477",E1174N4869,"30","0.80"
"113610",E1174N4865,"40","0.66"
"113921",E1175N4864,"55","0.70"
"112767",E1175N4868,"55","0.80"
"113042",E1175N4867,"30","0.73"
"113611",E1175N4865,"75","0.68"
"113612",E1176N4865,"70","0.73"
"113331",E1176N4866,"10","0.71"
"113043",E1176N4867,"5","0.72"
"112768",E1176N4868,"30","0.80"
"113922",E1176N4864,"40","0.73"
"113613",E1177N4865,"50","0.73"
"113332",E1177N4866,"35","0.73"
"113044",E1177N4867,"50","0.75"
"112769",E1177N4868,"20","0.80"
"113614",E1178N4865,"20","0.73"
"113333",E1178N4866,"20","0.73"
