fid,crs28992re,1COR_DEN_INDEX_WALK,NUMNONWEST
"108281",E1229N4883,"0.52","54"
"108282",E1230N4883,"0.50","78"
"108283",E1231N4883,"0.41","36"
"110805",E1196N4875,"0.83","77"
"110806",E1197N4875,"0.87","26"
"110807",E1198N4875,"0.87","118"
"110808",E1199N4875,"0.84","63"
"110809",E1200N4875,"0.80","32"
"110810",E1201N4875,"0.80","12"
"110811",E1202N4875,"0.80","36"
"110812",E1203N4875,"0.80","25"
"110813",E1204N4875,"0.85","28"
"110814",E1205N4875,"0.87","28"
"110815",E1206N4875,"0.87","14"
"110818",E1209N4875,"0.80","12"
"110819",E1210N4875,"0.81","17"
"110820",E1211N4875,"0.86","13"
"110821",E1212N4875,"0.88","37"
"110822",E1213N4875,"0.92","29"
"110824",E1215N4875,"0.80","14"
"110825",E1216N4875,"0.76","23"
"110826",E1217N4875,"0.74","30"
"110827",E1218N4875,"0.73","52"
"110828",E1219N4875,"0.73","17"
"110836",E1239N4875,"0.54","20"
"110837",E1240N4875,"0.53","9"
"110838",E1241N4875,"0.53","11"
"110841",E1248N4875,"0.47","42"
"110843",E1250N4875,"0.39","13"
"110844",E1251N4875,"0.29","5"
"114911",E1219N4861,"0.93","21"
"114912",E1220N4861,"0.93","10"
"114913",E1221N4861,"0.93","21"
"114914",E1222N4861,"0.93","22"
"114915",E1223N4861,"0.91","7"
"114916",E1224N4861,"0.87","16"
"114917",E1225N4861,"0.89","21"
"114918",E1226N4861,"0.93","59"
"114919",E1227N4861,"0.88","19"
"114920",E1228N4861,"0.89","21"
"115242",E1234N4860,"0.95","8"
"114921",E1234N4861,"0.93","9"
"115243",E1235N4860,"0.90","124"
"114922",E1235N4861,"0.90","118"
"115541",E1235N4859,"0.95","75"
"115244",E1236N4860,"0.88","135"
"114923",E1236N4861,"0.86","177"
"115542",E1236N4859,"0.96","110"
"115846",E1234N4858,"0.98","7"
"115847",E1235N4858,"0.99","13"
"115848",E1236N4858,"0.97","35"
"115849",E1237N4858,"0.93","84"
"115850",E1239N4858,"0.93","60"
"115851",E1240N4858,"0.93","8"
"115852",E1241N4858,"0.92","140"
"115853",E1242N4858,"0.92","188"
"115854",E1243N4858,"0.92","148"
"115855",E1244N4858,"0.93","25"
"115856",E1245N4858,"0.93","174"
"115857",E1246N4858,"0.93","135"
"115858",E1248N4858,"0.75","108"
"115832",E1213N4858,"0.94","24"
"115830",E1211N4858,"0.93","27"
"115829",E1210N4858,"0.93","14"
"115828",E1209N4858,"0.93","5"
"115826",E1204N4858,"0.93","19"
"115825",E1203N4858,"0.93","12"
"115824",E1202N4858,"0.93","15"
"112501",E1201N4869,"0.89","15"
"112502",E1203N4869,"0.91","33"
"112503",E1204N4869,"0.88","29"
"112504",E1205N4869,"0.87","23"
"112505",E1206N4869,"0.84","36"
"112506",E1207N4869,"0.80","14"
"112507",E1208N4869,"0.80","7"
"112509",E1210N4869,"0.76","20"
"112510",E1211N4869,"0.75","13"
"112511",E1212N4869,"0.74","17"
"112512",E1213N4869,"0.73","11"
"112513",E1214N4869,"0.74","10"
"112514",E1215N4869,"0.79","8"
"112515",E1216N4869,"0.77","9"
"112516",E1217N4869,"0.73","25"
"112517",E1218N4869,"0.73","36"
"112518",E1219N4869,"0.76","17"
"112519",E1221N4869,"0.80","45"
"112520",E1222N4869,"0.79","49"
"112521",E1223N4869,"0.79","49"
"112522",E1224N4869,"0.81","43"
"112523",E1225N4869,"0.85","20"
"112524",E1226N4869,"0.87","8"
"112525",E1227N4869,"0.87","33"
"112526",E1228N4869,"0.79","58"
"112527",E1229N4869,"0.75","46"
"112528",E1230N4869,"0.76","9"
"112529",E1231N4869,"0.67","13"
"112530",E1232N4869,"0.67","14"
"112531",E1233N4869,"0.67","34"
"112532",E1234N4869,"0.71","86"
"112533",E1235N4869,"0.74","13"
"112534",E1236N4869,"0.80","96"
"112535",E1237N4869,"0.79","163"
"112536",E1238N4869,"0.74","80"
"112537",E1239N4869,"0.73","10"
"112538",E1240N4869,"0.70","28"
"112539",E1242N4869,"0.67","7"
"112540",E1243N4869,"0.67","48"
"112541",E1244N4869,"0.67","60"
"112542",E1245N4869,"0.65","21"
"112543",E1246N4869,"0.67","0"
"112545",E1248N4869,"0.65","13"
"112547",E1253N4869,"0.32","10"
"112548",E1254N4869,"0.24","5"
"112217",E1202N4870,"0.87","11"
"112218",E1203N4870,"0.87","19"
"112219",E1204N4870,"0.87","52"
"112220",E1205N4870,"0.87","26"
"112221",E1206N4870,"0.87","16"
"112222",E1207N4870,"0.81","7"
"112223",E1208N4870,"0.81","20"
"112225",E1210N4870,"0.74","10"
"112226",E1211N4870,"0.73","6"
"112227",E1212N4870,"0.73","13"
"112229",E1214N4870,"0.78","7"
"112230",E1215N4870,"0.80","11"
"112231",E1216N4870,"0.76","8"
"112232",E1217N4870,"0.73","37"
"112233",E1218N4870,"0.73","22"
"112234",E1219N4870,"0.73","13"
"112235",E1220N4870,"0.73","12"
"112236",E1221N4870,"0.73","44"
"112237",E1222N4870,"0.73","7"
"112238",E1223N4870,"0.73","29"
"112239",E1224N4870,"0.73","18"
"112240",E1225N4870,"0.73","20"
"112241",E1226N4870,"0.75","13"
"112242",E1227N4870,"0.78","14"
"112243",E1228N4870,"0.71","11"
"112244",E1229N4870,"0.66","10"
"112245",E1230N4870,"0.62","19"
"112246",E1231N4870,"0.59","98"
"112247",E1232N4870,"0.61","42"
"112248",E1233N4870,"0.62","42"
"112249",E1234N4870,"0.63","20"
"112250",E1237N4870,"0.74","72"
"112251",E1238N4870,"0.73","101"
"112252",E1239N4870,"0.73","23"
"112253",E1241N4870,"0.67","30"
"112254",E1242N4870,"0.67","193"
"112255",E1243N4870,"0.66","48"
"112256",E1244N4870,"0.61","26"
"112257",E1245N4870,"0.60","26"
"112258",E1246N4870,"0.61","11"
"114316",E1246N4863,"0.76","114"
"114315",E1245N4863,"0.80","48"
"114314",E1244N4863,"0.83","68"
"114313",E1243N4863,"0.86","43"
"114312",E1242N4863,"0.87","50"
"114311",E1241N4863,"0.87","107"
"114310",E1240N4863,"0.87","50"
"114309",E1239N4863,"0.88","48"
"114308",E1238N4863,"0.91","45"
"114307",E1237N4863,"0.89","124"
"114306",E1236N4863,"0.87","106"
"114305",E1235N4863,"0.90","128"
"114304",E1234N4863,"0.93","80"
"114303",E1233N4863,"0.93","5"
"114302",E1232N4863,"0.93","57"
"114301",E1231N4863,"0.96","6"
"114300",E1230N4863,"0.94","6"
"114299",E1229N4863,"0.89","28"
"114298",E1228N4863,"0.89","18"
"114297",E1227N4863,"0.92","6"
"114296",E1225N4863,"0.84","18"
"114295",E1224N4863,"0.87","16"
"114294",E1223N4863,"0.87","27"
"114293",E1222N4863,"0.87","38"
"114292",E1221N4863,"0.87","19"
"114291",E1220N4863,"0.87","18"
"114289",E1218N4863,"0.87","10"
"114288",E1217N4863,"0.88","14"
"114287",E1216N4863,"0.91","14"
"114286",E1215N4863,"0.87","14"
"114283",E1212N4863,"0.91","16"
"114282",E1211N4863,"0.91","10"
"114281",E1210N4863,"0.93","7"
"114280",E1209N4863,"0.88","22"
"114279",E1208N4863,"0.87","28"
"114278",E1207N4863,"0.87","69"
"114274",E1203N4863,"0.88","16"
"114317",E1247N4863,"0.73","168"
"114318",E1248N4863,"0.69","273"
"114319",E1249N4863,"0.60","245"
"113956",E1215N4864,"0.87","10"
"113957",E1216N4864,"0.85","4"
"113959",E1218N4864,"0.83","10"
"113962",E1221N4864,"0.87","63"
"113963",E1222N4864,"0.87","8"
"113964",E1223N4864,"0.87","43"
"113965",E1224N4864,"0.87","7"
"113966",E1225N4864,"0.87","14"
"113967",E1226N4864,"0.87","6"
"113970",E1232N4864,"0.93","6"
"113971",E1233N4864,"0.93","36"
"113972",E1234N4864,"0.93","23"
"113973",E1235N4864,"0.88","25"
"113974",E1236N4864,"0.88","155"
"113975",E1237N4864,"0.93","173"
"113976",E1238N4864,"0.93","123"
"113977",E1239N4864,"0.93","99"
"113978",E1240N4864,"0.88","120"
"113979",E1241N4864,"0.87","56"
"113980",E1242N4864,"0.86","32"
"113981",E1243N4864,"0.81","84"
"113982",E1244N4864,"0.78","218"
"113983",E1245N4864,"0.74","90"
"113984",E1246N4864,"0.73","113"
"113985",E1247N4864,"0.73","177"
"113986",E1248N4864,"0.70","193"
"113987",E1249N4864,"0.63","130"
"113953",E1210N4864,"0.92","12"
"113952",E1209N4864,"0.92","22"
"113951",E1208N4864,"0.87","27"
"113950",E1207N4864,"0.86","17"
"113949",E1206N4864,"0.89","24"
"113948",E1205N4864,"0.87","27"
"113947",E1204N4864,"0.87","24"
"113946",E1203N4864,"0.91","16"
"112801",E1214N4868,"0.75","27"
"112803",E1216N4868,"0.79","17"
"112804",E1217N4868,"0.76","17"
"112805",E1219N4868,"0.79","50"
"112806",E1220N4868,"0.80","18"
"112807",E1221N4868,"0.80","10"
"112808",E1222N4868,"0.82","50"
"112809",E1223N4868,"0.86","30"
"112811",E1225N4868,"0.87","11"
"112812",E1226N4868,"0.87","41"
"112813",E1227N4868,"0.87","8"
"112814",E1228N4868,"0.80","43"
"112815",E1229N4868,"0.78","19"
"112816",E1230N4868,"0.75","23"
"112818",E1233N4868,"0.72","45"
"112819",E1234N4868,"0.73","135"
"112820",E1235N4868,"0.73","50"
"112821",E1236N4868,"0.80","57"
"112822",E1237N4868,"0.80","69"
"112823",E1238N4868,"0.79","50"
"112824",E1239N4868,"0.74","75"
"112825",E1240N4868,"0.72","53"
"112826",E1242N4868,"0.67","15"
"112827",E1243N4868,"0.70","33"
"112828",E1245N4868,"0.72","26"
"112829",E1246N4868,"0.67","53"
"112830",E1247N4868,"0.67","62"
"112831",E1248N4868,"0.67","56"
"112832",E1249N4868,"0.64","45"
"112833",E1250N4868,"0.60","11"
"112834",E1252N4868,"0.52","15"
"112835",E1253N4868,"0.40","26"
"112836",E1254N4868,"0.27","13"
"106763",E1218N4888,"0.55","41"
"107030",E1218N4887,"0.59","11"
"106764",E1219N4888,"0.44","74"
"107031",E1219N4887,"0.57","14"
"106765",E1220N4888,"0.42","48"
"106766",E1223N4888,"0.60","30"
"107032",E1223N4887,"0.59","39"
"106767",E1224N4888,"0.66","90"
"106768",E1225N4888,"0.73","12"
"107034",E1227N4887,"0.75","27"
"106769",E1228N4888,"0.84","23"
"107035",E1228N4887,"0.80","36"
"106770",E1229N4888,"0.85","70"
"107036",E1229N4887,"0.80","138"
"106771",E1230N4888,"0.84","72"
"107037",E1230N4887,"0.78","50"
"106772",E1231N4888,"0.83","135"
"107038",E1231N4887,"0.76","36"
"106773",E1232N4888,"0.75","138"
"106774",E1233N4888,"0.73","114"
"106777",E1237N4888,"0.67","14"
"107039",E1232N4887,"0.69","7"
"113084",E1222N4867,"0.87","21"
"113087",E1225N4867,"0.87","12"
"113088",E1226N4867,"0.87","14"
"113090",E1229N4867,"0.77","13"
"113091",E1230N4867,"0.79","31"
"113092",E1231N4867,"0.80","12"
"113093",E1232N4867,"0.80","24"
"113094",E1233N4867,"0.78","10"
"113096",E1235N4867,"0.75","48"
"113097",E1236N4867,"0.81","38"
"113098",E1237N4867,"0.81","9"
"113099",E1238N4867,"0.82","22"
"113100",E1239N4867,"0.79","53"
"113103",E1245N4867,"0.73","50"
"113104",E1246N4867,"0.71","48"
"113105",E1247N4867,"0.67","40"
"113106",E1248N4867,"0.67","87"
"113107",E1249N4867,"0.67","55"
"113375",E1224N4866,"0.84","10"
"113376",E1225N4866,"0.82","16"
"113377",E1226N4866,"0.81","5"
"113379",E1232N4866,"0.84","16"
"113380",E1233N4866,"0.87","62"
"113381",E1234N4866,"0.85","4"
"111966",E1229N4871,"0.59","49"
"111967",E1230N4871,"0.57","34"
"111968",E1231N4871,"0.57","42"
"111969",E1232N4871,"0.54","64"
"111970",E1233N4871,"0.56","369"
"111973",E1238N4871,"0.73","7"
"111974",E1239N4871,"0.73","62"
"111975",E1240N4871,"0.68","5"
"111976",E1241N4871,"0.67","13"
"111977",E1242N4871,"0.66","134"
"111978",E1243N4871,"0.61","208"
"111979",E1244N4871,"0.60","143"
"111980",E1245N4871,"0.60","33"
"111981",E1246N4871,"0.60","80"
"111982",E1247N4871,"0.60","98"
"111983",E1248N4871,"0.60","78"
"111984",E1249N4871,"0.59","23"
"111985",E1250N4871,"0.52","20"
"111986",E1251N4871,"0.47","12"
"111987",E1252N4871,"0.43","0"
"111702",E1230N4872,"0.55","41"
"111703",E1231N4872,"0.55","34"
"111704",E1232N4872,"0.54","36"
"111705",E1233N4872,"0.52","69"
"111706",E1234N4872,"0.53","14"
"111707",E1235N4872,"0.54","15"
"111708",E1239N4872,"0.72","4"
"111709",E1243N4872,"0.60","8"
"111711",E1245N4872,"0.60","7"
"111713",E1247N4872,"0.60","4"
"111714",E1248N4872,"0.58","9"
"111715",E1249N4872,"0.51","14"
"111716",E1250N4872,"0.47","12"
"111717",E1251N4872,"0.47","14"
"111718",E1252N4872,"0.41","20"
"111429",E1231N4873,"0.53","48"
"111430",E1232N4873,"0.53","86"
"111431",E1233N4873,"0.50","40"
"111432",E1234N4873,"0.47","88"
"111433",E1235N4873,"0.47","22"
"111435",E1237N4873,"0.55","10"
"111436",E1238N4873,"0.61","33"
"111437",E1242N4873,"0.60","23"
"111438",E1243N4873,"0.60","44"
"111439",E1244N4873,"0.60","50"
"111440",E1245N4873,"0.60","47"
"111441",E1246N4873,"0.60","111"
"111442",E1247N4873,"0.57","12"
"111443",E1248N4873,"0.50","43"
"111444",E1249N4873,"0.47","16"
"111446",E1251N4873,"0.47","5"
"115245",E1237N4860,"0.93","118"
"114924",E1237N4861,"0.86","116"
"115543",E1237N4859,"0.93","42"
"115246",E1238N4860,"0.93","162"
"114925",E1238N4861,"0.90","113"
"115544",E1238N4859,"0.93","56"
"114926",E1239N4861,"0.87","43"
"115247",E1240N4860,"0.87","114"
"114927",E1240N4861,"0.87","140"
"115545",E1240N4859,"0.92","96"
"115248",E1241N4860,"0.87","172"
"114928",E1241N4861,"0.87","128"
"115546",E1241N4859,"0.87","201"
"115249",E1242N4860,"0.87","136"
"114929",E1242N4861,"0.87","150"
"115547",E1242N4859,"0.87","246"
"114930",E1243N4861,"0.87","180"
"115250",E1243N4860,"0.87","117"
"115548",E1243N4859,"0.87","193"
"114931",E1244N4861,"0.87","195"
"115251",E1244N4860,"0.87","138"
"115549",E1244N4859,"0.87","112"
"114932",E1245N4861,"0.87","168"
"115252",E1245N4860,"0.87","140"
"115550",E1245N4859,"0.88","207"
"114933",E1246N4861,"0.83","144"
"115253",E1246N4860,"0.84","264"
"114934",E1247N4861,"0.74","117"
"115254",E1247N4860,"0.78","273"
"114935",E1248N4861,"0.71","42"
"115255",E1248N4860,"0.73","93"
"114936",E1249N4861,"0.64","18"
"115256",E1249N4860,"0.64","36"
"115551",E1246N4859,"0.88","162"
"115552",E1247N4859,"0.85","46"
"115553",E1248N4859,"0.73","284"
"115554",E1249N4859,"0.66","10"
"114907",E1215N4861,"0.93","0"
"115227",E1215N4860,"0.98","12"
"114908",E1216N4861,"0.99","6"
"115228",E1216N4860,"1.00","23"
"114909",E1217N4861,"1.00","32"
"115229",E1217N4860,"1.00","20"
"114910",E1218N4861,"0.96","22"
"115230",E1218N4860,"1.00","16"
"115231",E1219N4860,"0.94","11"
"115233",E1221N4860,"0.93","17"
"115234",E1222N4860,"0.91","7"
"115235",E1223N4860,"0.87","168"
"115236",E1224N4860,"0.87","44"
"115237",E1225N4860,"0.89","12"
"115238",E1226N4860,"0.90","8"
"115239",E1227N4860,"0.87","24"
"115240",E1228N4860,"0.92","21"
"115241",E1229N4860,"0.99","18"
"114905",E1213N4861,"0.89","9"
"114904",E1212N4861,"0.93","8"
"114903",E1211N4861,"0.94","21"
"114902",E1210N4861,"0.93","16"
"114901",E1209N4861,"0.93","22"
"114900",E1208N4861,"0.93","39"
"114899",E1207N4861,"0.93","9"
"114898",E1206N4861,"0.93","7"
"114896",E1204N4861,"0.93","14"
"114895",E1203N4861,"0.93","6"
"114894",E1202N4861,"0.93","12"
"114893",E1201N4861,"0.93","23"
"105315",E1245N4894,"0.66","24"
"105316",E1246N4894,"0.66","14"
"105317",E1247N4894,"0.60","8"
"105318",E1248N4894,"0.54","13"
"105319",E1249N4894,"0.47","8"
"105320",E1250N4894,"0.41","10"
"105322",E1252N4894,"0.40","43"
"105323",E1253N4894,"0.36","99"
"105324",E1254N4894,"0.33","54"
"105325",E1255N4894,"0.33","228"
"105326",E1256N4894,"0.33","120"
"105122",E1245N4895,"0.72","35"
"105123",E1246N4895,"0.71","18"
"105124",E1247N4895,"0.63","24"
"105125",E1248N4895,"0.61","10"
"105127",E1250N4895,"0.53","53"
"105128",E1251N4895,"0.44","56"
"105327",E1257N4894,"0.33","28"
"105328",E1258N4894,"0.33","53"
"105329",E1259N4894,"0.33","54"
"105330",E1260N4894,"0.29","248"
"105331",E1261N4894,"0.27","39"
"105314",E1244N4894,"0.61","23"
"105311",E1241N4894,"0.73","8"
"105117",E1240N4895,"0.67","16"
"105310",E1240N4894,"0.69","30"
"105116",E1239N4895,"0.73","32"
"105309",E1239N4894,"0.73","18"
"115556",E1270N4859,"0.27","6"
"115259",E1270N4860,"0.27","15"
"114940",E1270N4861,"0.27","19"
"115557",E1271N4859,"0.27","8"
"115260",E1271N4860,"0.27","19"
"114941",E1271N4861,"0.27","73"
"114630",E1271N4862,"0.27","39"
"115558",E1272N4859,"0.27","32"
"115261",E1272N4860,"0.27","62"
"114942",E1272N4861,"0.27","111"
"114631",E1272N4862,"0.27","28"
"115860",E1272N4858,"0.27","19"
"116156",E1272N4857,"0.27","8"
"115559",E1273N4859,"0.27","31"
"115262",E1273N4860,"0.27","153"
"114943",E1273N4861,"0.27","91"
"114632",E1273N4862,"0.22","5"
"115861",E1273N4858,"0.27","12"
"116157",E1273N4857,"0.27","7"
"115560",E1274N4859,"0.29","98"
"114944",E1274N4861,"0.27","45"
"114633",E1274N4862,"0.22","11"
"115862",E1274N4858,"0.29","50"
"116778",E1283N4855,"0.48","73"
"116776",E1281N4855,"0.43","90"
"116775",E1280N4855,"0.39","27"
"116774",E1279N4855,"0.33","8"
"116773",E1278N4855,"0.33","83"
"116772",E1277N4855,"0.33","6"
"116460",E1282N4856,"0.46","80"
"116461",E1283N4856,"0.47","126"
"116459",E1281N4856,"0.41","68"
"116458",E1280N4856,"0.35","65"
"116457",E1279N4856,"0.33","22"
"116456",E1278N4856,"0.33","6"
"116162",E1282N4857,"0.35","126"
"116163",E1283N4857,"0.41","39"
"116161",E1281N4857,"0.33","56"
"116160",E1280N4857,"0.33","46"
"116159",E1279N4857,"0.33","48"
"116158",E1278N4857,"0.33","120"
"115868",E1282N4858,"0.30","90"
"115867",E1281N4858,"0.33","99"
"115866",E1280N4858,"0.33","158"
"115865",E1279N4858,"0.33","72"
"115864",E1278N4858,"0.33","42"
"115564",E1281N4859,"0.29","30"
"115563",E1280N4859,"0.33","60"
"115562",E1279N4859,"0.33","24"
"116777",E1282N4855,"0.47","39"
"114637",E1278N4862,"0.26","153"
"114636",E1277N4862,"0.27","56"
"114635",E1276N4862,"0.25","6"
"114323",E1278N4863,"0.19","55"
"114322",E1277N4863,"0.24","119"
"114321",E1276N4863,"0.20","47"
"113990",E1276N4864,"0.13","15"
"106017",E1251N4891,"0.33","17"
"105540",E1251N4893,"0.39","12"
"105770",E1251N4892,"0.33","21"
"105541",E1252N4893,"0.35","21"
"105771",E1252N4892,"0.33","10"
"105542",E1253N4893,"0.33","10"
"106019",E1255N4891,"0.33","5"
"105544",E1255N4893,"0.33","45"
"105774",E1255N4892,"0.33","6"
"106020",E1256N4891,"0.33","81"
"105545",E1256N4893,"0.33","132"
"105775",E1256N4892,"0.33","120"
"106021",E1257N4891,"0.33","27"
"105546",E1257N4893,"0.33","175"
"105776",E1257N4892,"0.33","200"
"105547",E1258N4893,"0.33","13"
"105777",E1258N4892,"0.33","44"
"106023",E1259N4891,"0.30","8"
"105778",E1259N4892,"0.32","58"
"105548",E1259N4893,"0.33","140"
"106024",E1260N4891,"0.27","27"
"105549",E1260N4893,"0.28","154"
"106025",E1261N4891,"0.27","26"
"105780",E1261N4892,"0.27","120"
"105550",E1261N4893,"0.27","260"
"106026",E1262N4891,"0.27","5"
"105781",E1262N4892,"0.27","6"
"105533",E1244N4893,"0.49","11"
"105767",E1248N4892,"0.40","16"
"106015",E1249N4891,"0.33","15"
"105538",E1249N4893,"0.40","19"
"106016",E1250N4891,"0.33","23"
"105539",E1250N4893,"0.40","22"
"105769",E1250N4892,"0.36","6"
"105761",E1242N4892,"0.48","5"
"105752",E1224N4892,"0.78","90"
"105753",E1225N4892,"0.80","93"
"105754",E1226N4892,"0.80","80"
"105755",E1227N4892,"0.80","68"
"105518",E1224N4893,"0.77","58"
"105519",E1225N4893,"0.80","46"
"105520",E1226N4893,"0.80","29"
"105521",E1227N4893,"0.80","33"
"105522",E1228N4893,"0.80","26"
"105523",E1229N4893,"0.80","50"
"105300",E1224N4894,"0.76","11"
"105301",E1225N4894,"0.80","6"
"105302",E1227N4894,"0.80","17"
"105303",E1228N4894,"0.80","83"
"105304",E1229N4894,"0.80","82"
"105106",E1226N4895,"0.80","14"
"105107",E1227N4895,"0.80","10"
"105108",E1228N4895,"0.80","66"
"105109",E1229N4895,"0.80","60"
"105756",E1228N4892,"0.80","58"
"105757",E1233N4892,"0.80","6"
"105758",E1234N4892,"0.80","58"
"105759",E1235N4892,"0.80","36"
"106009",E1232N4891,"0.82","12"
"106010",E1233N4891,"0.80","108"
"106011",E1234N4891,"0.80","33"
"106012",E1235N4891,"0.80","24"
"106262",E1230N4890,"0.87","8"
"106263",E1231N4890,"0.87","51"
"106264",E1232N4890,"0.82","9"
"106265",E1233N4890,"0.80","46"
"106266",E1234N4890,"0.80","70"
"106267",E1235N4890,"0.80","8"
"106268",E1236N4890,"0.70","12"
"106004",E1225N4891,"0.80","109"
"106005",E1226N4891,"0.80","117"
"106006",E1227N4891,"0.80","129"
"106007",E1228N4891,"0.80","33"
"106008",E1229N4891,"0.81","53"
"106257",E1224N4890,"0.71","144"
"106258",E1225N4890,"0.78","99"
"106259",E1226N4890,"0.80","90"
"106260",E1227N4890,"0.80","6"
"106261",E1228N4890,"0.80","55"
"113659",E1233N4865,"0.93","13"
"113660",E1234N4865,"0.93","68"
"113661",E1235N4865,"0.87","16"
"113662",E1236N4865,"0.91","30"
"113663",E1237N4865,"0.93","69"
"113664",E1238N4865,"0.93","108"
"113666",E1240N4865,"0.93","23"
"113667",E1241N4865,"0.85","50"
"113668",E1242N4865,"0.78","54"
"113669",E1243N4865,"0.75","117"
"113670",E1244N4865,"0.73","51"
"113671",E1245N4865,"0.73","111"
"113672",E1246N4865,"0.73","130"
"113673",E1247N4865,"0.73","93"
"113674",E1248N4865,"0.67","163"
"113675",E1249N4865,"0.67","90"
"113677",E1251N4865,"0.60","16"
"113678",E1252N4865,"0.54","50"
"113679",E1253N4865,"0.47","24"
"106521",E1250N4889,"0.33","11"
"106273",E1250N4890,"0.33","10"
"106522",E1251N4889,"0.33","13"
"106274",E1251N4890,"0.33","14"
"106275",E1252N4890,"0.33","16"
"106782",E1255N4888,"0.33","4"
"106525",E1256N4889,"0.33","10"
"106277",E1256N4890,"0.33","6"
"106526",E1257N4889,"0.33","10"
"106279",E1258N4890,"0.33","8"
"107638",E1260N4885,"0.24","6"
"107322",E1261N4886,"0.27","6"
"101944",E1250N4916,"0.00","6"
"102352",E1243N4913,"0.10","7"
"103886",E1255N4902,"0.40","83"
"103887",E1256N4902,"0.35","7"
"104043",E1255N4901,"0.40","60"
"104044",E1256N4901,"0.36","77"
"105139",E1281N4895,"0.00","6"
