fid,crs28992re,INDEX_WALK,num_inh_2
"121747",E1223N4837,"0.80","85"
"121746",E1222N4837,"0.80","70"
"121745",E1221N4837,"0.77","210"
"122605",E1235N4833,"0.44","2"
"122606",E1236N4833,"0.47","2"
"122822",E1236N4832,"0.44","35"
"123042",E1233N4831,"0.35","5"
"123043",E1236N4831,"0.40","10"
"119697",E1232N4845,"0.89","155"
"119958",E1232N4844,"0.85","150"
"119698",E1233N4845,"0.92","45"
"119959",E1233N4844,"0.87","160"
"120216",E1233N4843,"0.77","55"
"119699",E1234N4845,"0.93","80"
"119960",E1234N4844,"0.87","90"
"120217",E1234N4843,"0.77","35"
"119700",E1238N4845,"0.93","35"
"119961",E1238N4844,"0.88","55"
"120218",E1238N4843,"0.76","15"
"119701",E1239N4845,"0.89","95"
"119962",E1239N4844,"0.84","115"
"120219",E1239N4843,"0.72","60"
"119702",E1240N4845,"0.87","65"
"119963",E1240N4844,"0.81","90"
"120220",E1240N4843,"0.69","80"
"120485",E1240N4842,"0.67","75"
"120747",E1240N4841,"0.66","30"
"119703",E1241N4845,"0.82","20"
"119964",E1241N4844,"0.76","100"
"120221",E1241N4843,"0.64","155"
"120486",E1241N4842,"0.62","120"
"120748",E1241N4841,"0.60","30"
"119704",E1242N4845,"0.79","50"
"119965",E1242N4844,"0.73","165"
"120222",E1242N4843,"0.60","195"
"120487",E1242N4842,"0.60","55"
"119705",E1243N4845,"0.74","135"
"119966",E1243N4844,"0.72","65"
"120223",E1243N4843,"0.60","50"
"119706",E1244N4845,"0.73","115"
"119967",E1244N4844,"0.68","55"
"120224",E1244N4843,"0.60","5"
"119707",E1245N4845,"0.69","90"
"121249",E1233N4839,"0.67","110"
"121250",E1234N4839,"0.67","170"
"121251",E1235N4839,"0.67","175"
"121252",E1236N4839,"0.67","40"
"121253",E1237N4839,"0.67","10"
"119968",E1246N4844,"0.65","110"
"119708",E1246N4845,"0.67","105"
"121512",E1232N4838,"0.67","270"
"121513",E1233N4838,"0.67","15"
"121514",E1234N4838,"0.68","80"
"121515",E1235N4838,"0.69","100"
"121516",E1236N4838,"0.67","10"
"121517",E1246N4838,"0.55","50"
"125221",E1244N4820,"0.53","75"
"123273",E1243N4830,"0.53","55"
"123044",E1244N4831,"0.59","2"
"123045",E1245N4831,"0.60","35"
"128576",E1245N4803,"0.40","10"
"129042",E1246N4801,"0.35","5"
"129285",E1246N4800,"0.32","5"
"128359",E1248N4804,"0.53","5"
"127942",E1251N4806,"0.66","85"
"127733",E1252N4807,"0.68","60"
"127943",E1252N4806,"0.68","80"
"128360",E1252N4804,"0.69","45"
"127521",E1253N4808,"0.73","120"
"127316",E1253N4809,"0.72","610"
"127734",E1253N4807,"0.73","50"
"128145",E1253N4805,"0.73","125"
"128361",E1253N4804,"0.73","325"
"128577",E1253N4803,"0.73","50"
"129043",E1253N4801,"0.69","320"
"129286",E1253N4800,"0.67","195"
"127522",E1254N4808,"0.73","205"
"127317",E1254N4809,"0.73","70"
"127735",E1254N4807,"0.73","160"
"127944",E1254N4806,"0.73","60"
"128146",E1254N4805,"0.73","155"
"128362",E1254N4804,"0.73","125"
"128578",E1254N4803,"0.73","200"
"128815",E1254N4802,"0.73","160"
"129044",E1254N4801,"0.73","35"
"129287",E1254N4800,"0.67","140"
"129544",E1241N4799,"0.21","5"
"129545",E1254N4799,"0.65","115"
"129800",E1252N4798,"0.45","5"
"129801",E1254N4798,"0.52","115"
"130063",E1254N4797,"0.42","10"
"125581",E1246N4818,"0.53","25"
"125582",E1247N4818,"0.53","30"
"125583",E1248N4818,"0.53","240"
"125584",E1249N4818,"0.54","240"
"125585",E1250N4818,"0.61","85"
"125397",E1247N4819,"0.53","195"
"125398",E1248N4819,"0.53","290"
"125399",E1249N4819,"0.53","210"
"125400",E1250N4819,"0.55","260"
"125222",E1247N4820,"0.53","15"
"125223",E1248N4820,"0.53","200"
"125224",E1249N4820,"0.53","275"
"125225",E1250N4820,"0.53","270"
"125042",E1249N4821,"0.53","70"
"125043",E1250N4821,"0.53","160"
"124715",E1249N4823,"0.53","100"
"124716",E1250N4823,"0.53","2"
"125749",E1246N4817,"0.48","270"
"125748",E1245N4817,"0.48","80"
"125944",E1246N4816,"0.40","110"
"125943",E1245N4816,"0.32","140"
"126144",E1246N4815,"0.44","175"
"126143",E1245N4815,"0.40","40"
"126339",E1246N4814,"0.47","225"
"126338",E1245N4814,"0.46","30"
"126539",E1246N4813,"0.48","140"
"127096",E1248N4810,"0.55","145"
"127097",E1249N4810,"0.57","140"
"127098",E1250N4810,"0.63","185"
"127314",E1248N4809,"0.53","2"
"127315",E1249N4809,"0.53","245"
"122187",E1245N4835,"0.55","65"
"122188",E1246N4835,"0.60","145"
"122189",E1247N4835,"0.60","110"
"122190",E1248N4835,"0.60","120"
"122191",E1249N4835,"0.68","45"
"122192",E1250N4835,"0.73","20"
"121976",E1245N4836,"0.57","85"
"121977",E1246N4836,"0.60","100"
"121978",E1247N4836,"0.60","70"
"121979",E1248N4836,"0.60","135"
"121980",E1249N4836,"0.67","70"
"121981",E1250N4836,"0.73","85"
"121982",E1251N4836,"0.76","100"
"121755",E1245N4837,"0.60","50"
"121756",E1246N4837,"0.60","90"
"121757",E1247N4837,"0.60","90"
"121758",E1248N4837,"0.59","110"
"121759",E1249N4837,"0.64","150"
"121760",E1250N4837,"0.73","125"
"121518",E1247N4838,"0.57","85"
"121519",E1248N4838,"0.54","135"
"121520",E1249N4838,"0.60","125"
"121521",E1250N4838,"0.73","115"
"121254",E1247N4839,"0.53","55"
"121255",E1248N4839,"0.53","85"
"121256",E1249N4839,"0.58","140"
"121257",E1250N4839,"0.73","90"
"121002",E1248N4840,"0.54","50"
"121003",E1249N4840,"0.57","75"
"121004",E1250N4840,"0.69","115"
"120749",E1248N4841,"0.60","30"
"120750",E1249N4841,"0.63","140"
"120751",E1250N4841,"0.71","40"
"123046",E1246N4831,"0.62","15"
"122607",E1248N4833,"0.66","15"
"122608",E1249N4833,"0.67","45"
"122399",E1246N4834,"0.60","10"
"122400",E1247N4834,"0.60","35"
"122401",E1248N4834,"0.63","15"
"126896",E1247N4811,"0.54","110"
"126719",E1247N4812,"0.57","245"
"126540",E1247N4813,"0.56","235"
"125750",E1247N4817,"0.52","245"
"125945",E1247N4816,"0.40","75"
"126145",E1247N4815,"0.44","235"
"126340",E1247N4814,"0.52","275"
"126897",E1248N4811,"0.61","120"
"126720",E1248N4812,"0.63","285"
"126541",E1248N4813,"0.62","230"
"125751",E1248N4817,"0.53","80"
"125946",E1248N4816,"0.48","55"
"126146",E1248N4815,"0.55","205"
"126341",E1248N4814,"0.60","195"
"126898",E1249N4811,"0.65","215"
"126721",E1249N4812,"0.67","85"
"126542",E1249N4813,"0.67","180"
"125752",E1249N4817,"0.60","55"
"125947",E1249N4816,"0.60","25"
"126342",E1249N4814,"0.65","55"
"126899",E1250N4811,"0.68","60"
"126722",E1250N4812,"0.67","20"
"125753",E1250N4817,"0.67","60"
"125948",E1250N4816,"0.66","5"
"120710",E1195N4841,"0.70","100"
"120450",E1202N4842,"0.68","105"
"120449",E1201N4842,"0.67","170"
"120448",E1200N4842,"0.67","110"
"120447",E1199N4842,"0.67","110"
"120446",E1198N4842,"0.67","200"
"120445",E1197N4842,"0.67","220"
"120444",E1196N4842,"0.67","290"
"120443",E1195N4842,"0.67","195"
"119677",E1206N4845,"0.93","25"
"119676",E1205N4845,"0.91","50"
"119675",E1204N4845,"0.86","120"
"119674",E1203N4845,"0.79","60"
"119673",E1202N4845,"0.69","145"
"119672",E1201N4845,"0.67","180"
"119671",E1200N4845,"0.65","170"
"119670",E1199N4845,"0.67","155"
"119669",E1198N4845,"0.66","230"
"119668",E1197N4845,"0.61","125"
"119667",E1196N4845,"0.60","165"
"125216",E1206N4820,"0.47","40"
"125215",E1205N4820,"0.47","140"
"125214",E1204N4820,"0.45","160"
"125213",E1203N4820,"0.51","40"
"125212",E1202N4820,"0.53","175"
"125211",E1201N4820,"0.51","115"
"125210",E1200N4820,"0.47","95"
"125209",E1199N4820,"0.46","155"
"125208",E1198N4820,"0.42","105"
"125207",E1197N4820,"0.40","195"
"125038",E1210N4821,"0.47","25"
"125037",E1209N4821,"0.48","195"
"125036",E1208N4821,"0.52","95"
"125035",E1207N4821,"0.47","105"
"125034",E1206N4821,"0.47","120"
"125033",E1205N4821,"0.49","215"
"125032",E1204N4821,"0.59","110"
"125031",E1203N4821,"0.56","80"
"125030",E1202N4821,"0.53","200"
"125029",E1201N4821,"0.53","175"
"125028",E1200N4821,"0.52","80"
"125027",E1199N4821,"0.47","150"
"125026",E1198N4821,"0.47","160"
"125025",E1197N4821,"0.49","120"
"124874",E1210N4822,"0.47","40"
"124873",E1208N4822,"0.53","110"
"124872",E1207N4822,"0.52","75"
"124871",E1206N4822,"0.48","115"
"124870",E1205N4822,"0.57","280"
"124869",E1204N4822,"0.60","90"
"124868",E1202N4822,"0.55","140"
"124867",E1201N4822,"0.53","195"
"124866",E1200N4822,"0.53","140"
"124865",E1199N4822,"0.52","155"
"125217",E1207N4820,"0.46","105"
"125218",E1208N4820,"0.41","60"
"125219",E1209N4820,"0.41","35"
"120452",E1205N4842,"0.75","10"
"120453",E1206N4842,"0.80","60"
"120454",E1207N4842,"0.87","55"
"120455",E1208N4842,"0.93","60"
"120456",E1209N4842,"0.93","205"
"120457",E1210N4842,"0.97","250"
"120458",E1211N4842,"1.00","215"
"120459",E1212N4842,"0.99","215"
"120460",E1213N4842,"0.95","35"
"120461",E1214N4842,"0.93","160"
"120462",E1215N4842,"0.94","280"
"120463",E1216N4842,"0.89","250"
"120464",E1217N4842,"0.87","285"
"120465",E1218N4842,"0.87","170"
"120466",E1219N4842,"0.90","150"
"120467",E1220N4842,"0.93","195"
"120468",E1221N4842,"0.92","195"
"120469",E1222N4842,"0.87","210"
"120470",E1223N4842,"0.87","175"
"120471",E1224N4842,"0.87","145"
"120472",E1225N4842,"0.87","145"
"120473",E1226N4842,"0.87","80"
"120474",E1227N4842,"0.84","40"
"120475",E1228N4842,"0.80","170"
"120476",E1229N4842,"0.79","10"
"120477",E1230N4842,"0.70","260"
"120478",E1231N4842,"0.71","50"
"120479",E1232N4842,"0.73","115"
"120480",E1233N4842,"0.73","120"
"120481",E1234N4842,"0.73","115"
"120482",E1235N4842,"0.73","10"
"120483",E1236N4842,"0.73","150"
"120484",E1237N4842,"0.73","25"
"126537",E1222N4813,"0.00","20"
"126717",E1223N4812,"0.00","25"
"126538",E1223N4813,"0.00","10"
"126718",E1224N4812,"0.00","5"
"125016",E1161N4821,"0.07","10"
"124853",E1161N4822,"0.07","10"
"124685",E1159N4823,"0.07","15"
"124526",E1159N4824,"0.07","5"
"124525",E1158N4824,"0.01","15"
"123492",E1154N4829,"0.07","5"
"123255",E1154N4830,"0.07","50"
"122384",E1161N4834,"0.27","10"
"121487",E1161N4838,"0.27","5"
"121486",E1159N4838,"0.29","10"
"121485",E1155N4838,"0.33","15"
"121211",E1162N4839,"0.28","10"
"121210",E1161N4839,"0.27","10"
"121209",E1160N4839,"0.27","20"
"121208",E1158N4839,"0.33","5"
"121207",E1156N4839,"0.33","5"
"121206",E1155N4839,"0.33","20"
"121205",E1154N4839,"0.33","30"
"120953",E1162N4840,"0.32","50"
"120952",E1161N4840,"0.27","90"
"120951",E1160N4840,"0.27","90"
"120950",E1159N4840,"0.28","90"
"120949",E1158N4840,"0.33","65"
"120948",E1157N4840,"0.33","65"
"120947",E1156N4840,"0.33","130"
"120946",E1155N4840,"0.33","95"
"120945",E1154N4840,"0.33","85"
"120689",E1156N4841,"0.33","120"
"120688",E1155N4841,"0.33","130"
"120687",E1154N4841,"0.36","105"
"120419",E1156N4842,"0.33","85"
"120418",E1155N4842,"0.34","100"
"120417",E1154N4842,"0.45","60"
"125929",E1191N4816,"0.20","30"
"125930",E1192N4816,"0.26","50"
"125931",E1193N4816,"0.28","45"
"125746",E1192N4817,"0.27","2"
"125562",E1193N4818,"0.33","35"
"125374",E1188N4819,"0.20","50"
"125375",E1189N4819,"0.24","70"
"125376",E1190N4819,"0.32","165"
"125377",E1191N4819,"0.33","55"
"125199",E1188N4820,"0.29","80"
"125200",E1189N4820,"0.33","85"
"125201",E1190N4820,"0.33","150"
"125202",E1191N4820,"0.33","40"
"125017",E1188N4821,"0.39","35"
"125018",E1189N4821,"0.37","120"
"125019",E1190N4821,"0.33","190"
"125020",E1191N4821,"0.33","40"
"124854",E1188N4822,"0.40","80"
"124855",E1189N4822,"0.40","170"
"124856",E1190N4822,"0.38","115"
"124857",E1191N4822,"0.33","55"
"124686",E1188N4823,"0.40","10"
"124687",E1189N4823,"0.40","50"
"124688",E1190N4823,"0.40","120"
"124689",E1191N4823,"0.40","20"
"124527",E1188N4824,"0.40","55"
"124528",E1189N4824,"0.40","100"
"124529",E1190N4824,"0.41","40"
"124530",E1191N4824,"0.46","110"
"125745",E1191N4817,"0.23","180"
"125561",E1191N4818,"0.27","45"
"125928",E1190N4816,"0.20","65"
"125560",E1190N4818,"0.21","40"
"125927",E1189N4816,"0.20","65"
"125926",E1188N4816,"0.20","15"
"125744",E1188N4817,"0.20","45"
"125559",E1188N4818,"0.20","50"
"125932",E1194N4816,"0.33","25"
"125563",E1194N4818,"0.33","20"
"125933",E1195N4816,"0.33","25"
"125564",E1195N4818,"0.33","10"
"125934",E1196N4816,"0.33","130"
"125565",E1196N4818,"0.36","10"
"125935",E1197N4816,"0.33","20"
"125566",E1197N4818,"0.40","95"
"125936",E1198N4816,"0.33","160"
"125567",E1198N4818,"0.40","110"
"125937",E1199N4816,"0.33","60"
"125568",E1199N4818,"0.40","25"
"125938",E1200N4816,"0.33","470"
"125569",E1200N4818,"0.40","70"
"125939",E1201N4816,"0.27","195"
"125570",E1201N4818,"0.40","75"
"125940",E1202N4816,"0.32","85"
"125571",E1202N4818,"0.36","15"
"125572",E1203N4818,"0.36","100"
"125573",E1204N4818,"0.40","45"
"125574",E1205N4818,"0.39","45"
"125575",E1206N4818,"0.36","50"
"125576",E1207N4818,"0.40","55"
"125577",E1208N4818,"0.39","55"
"125578",E1209N4818,"0.30","55"
"125579",E1210N4818,"0.34","20"
"125747",E1211N4817,"0.26","30"
"125942",E1215N4816,"0.18","10"
"125580",E1215N4818,"0.24","5"
"126337",E1220N4814,"0.07","20"
"126142",E1220N4815,"0.07","5"
"125203",E1192N4820,"0.33","45"
"125021",E1192N4821,"0.33","35"
"124858",E1192N4822,"0.35","45"
"124690",E1192N4823,"0.40","60"
"125378",E1192N4819,"0.33","50"
"125204",E1193N4820,"0.39","65"
"125022",E1193N4821,"0.40","70"
"124859",E1193N4822,"0.41","70"
"124691",E1193N4823,"0.40","45"
"124531",E1193N4824,"0.46","100"
"125379",E1193N4819,"0.38","110"
"125205",E1194N4820,"0.43","45"
"125023",E1194N4821,"0.47","65"
"124860",E1194N4822,"0.47","80"
"124692",E1194N4823,"0.47","65"
"124532",E1194N4824,"0.53","105"
"125380",E1194N4819,"0.36","40"
"125381",E1195N4819,"0.36","75"
"125382",E1196N4819,"0.40","15"
"125383",E1197N4819,"0.40","30"
"125384",E1198N4819,"0.40","65"
"125385",E1199N4819,"0.41","50"
"125386",E1200N4819,"0.46","45"
"125387",E1201N4819,"0.46","100"
"125388",E1202N4819,"0.46","20"
"125389",E1203N4819,"0.42","80"
"125390",E1204N4819,"0.40","85"
"125391",E1205N4819,"0.42","75"
"125392",E1206N4819,"0.46","75"
"125393",E1207N4819,"0.41","60"
"125394",E1208N4819,"0.40","130"
"125395",E1209N4819,"0.40","70"
"125396",E1210N4819,"0.40","55"
"124367",E1207N4825,"0.67","105"
"124366",E1206N4825,"0.67","80"
"124365",E1204N4825,"0.68","135"
"124364",E1203N4825,"0.73","55"
"124363",E1202N4825,"0.74","60"
"124362",E1201N4825,"0.79","90"
"124361",E1200N4825,"0.78","75"
"124360",E1199N4825,"0.69","95"
"124359",E1198N4825,"0.65","80"
"124358",E1197N4825,"0.63","85"
"124175",E1229N4826,"0.40","10"
"124174",E1210N4826,"0.68","120"
"124173",E1209N4826,"0.73","75"
"124172",E1208N4826,"0.73","200"
"124171",E1207N4826,"0.73","200"
"124170",E1206N4826,"0.69","225"
"124169",E1205N4826,"0.72","70"
"124168",E1204N4826,"0.73","100"
"124167",E1203N4826,"0.74","95"
"124166",E1201N4826,"0.80","2"
"124165",E1200N4826,"0.80","125"
"124164",E1199N4826,"0.77","120"
"124163",E1198N4826,"0.73","115"
"124162",E1197N4826,"0.73","125"
"124161",E1196N4826,"0.73","2"
"123974",E1210N4827,"0.72","125"
"123973",E1209N4827,"0.73","85"
"123972",E1208N4827,"0.73","105"
"123971",E1207N4827,"0.74","110"
"123970",E1206N4827,"0.79","105"
"123969",E1205N4827,"0.75","125"
"123968",E1204N4827,"0.74","110"
"123967",E1203N4827,"0.79","80"
"124159",E1194N4826,"0.60","40"
"123959",E1194N4827,"0.66","25"
"124158",E1193N4826,"0.60","60"
"123958",E1193N4827,"0.62","30"
"124157",E1192N4826,"0.60","15"
"123957",E1192N4827,"0.60","50"
"124156",E1191N4826,"0.50","10"
"123956",E1191N4827,"0.57","30"
"124155",E1190N4826,"0.45","2"
"123955",E1190N4827,"0.47","35"
"124368",E1208N4825,"0.69","100"
"124369",E1209N4825,"0.68","25"
"124370",E1210N4825,"0.67","110"
"124357",E1189N4825,"0.40","30"
"124356",E1188N4825,"0.40","45"
"124154",E1189N4826,"0.40","35"
"123954",E1189N4827,"0.40","45"
"123953",E1188N4827,"0.42","60"
"123740",E1189N4828,"0.49","15"
"123739",E1188N4828,"0.47","70"
"123738",E1187N4828,"0.45","55"
"123496",E1187N4829,"0.47","20"
"123495",E1185N4829,"0.41","10"
"123494",E1184N4829,"0.40","5"
"123493",E1183N4829,"0.35","5"
"123256",E1189N4830,"0.60","25"
"123031",E1182N4831,"0.21","5"
"122808",E1184N4832,"0.51","5"
"122594",E1187N4833,"0.53","10"
"121961",E1187N4836,"0.53","5"
"121735",E1189N4837,"0.48","5"
"123743",E1199N4828,"0.80","150"
"123742",E1198N4828,"0.75","115"
"123741",E1197N4828,"0.73","120"
"123498",E1189N4829,"0.57","60"
"123497",E1188N4829,"0.49","75"
"123517",E1229N4829,"0.40","5"
"123516",E1228N4829,"0.40","15"
"123515",E1227N4829,"0.43","505"
"123514",E1221N4829,"0.72","25"
"123513",E1220N4829,"0.78","15"
"123512",E1218N4829,"0.67","5"
"123511",E1214N4829,"0.69","5"
"123510",E1209N4829,"0.74","25"
"123509",E1208N4829,"0.79","70"
"123508",E1207N4829,"0.80","35"
"123507",E1205N4829,"0.84","120"
"121492",E1192N4838,"0.59","120"
"121491",E1191N4838,"0.49","120"
"121237",E1217N4839,"0.77","330"
"121236",E1216N4839,"0.80","280"
"121235",E1215N4839,"0.81","155"
"121234",E1214N4839,"0.86","230"
"121233",E1213N4839,"0.87","160"
"121232",E1212N4839,"0.87","2"
"121231",E1202N4839,"0.73","75"
"121230",E1201N4839,"0.73","65"
"121229",E1200N4839,"0.74","30"
"121228",E1199N4839,"0.78","30"
"121227",E1198N4839,"0.80","80"
"121226",E1197N4839,"0.79","100"
"121225",E1196N4839,"0.72","65"
"121224",E1195N4839,"0.67","35"
"121223",E1194N4839,"0.64","20"
"121222",E1192N4839,"0.58","40"
"121221",E1191N4839,"0.52","75"
"123744",E1200N4828,"0.80","155"
"123745",E1201N4828,"0.80","110"
"123746",E1202N4828,"0.80","75"
"123747",E1203N4828,"0.80","180"
"123748",E1204N4828,"0.80","125"
"123749",E1205N4828,"0.80","150"
"123750",E1206N4828,"0.80","145"
"123751",E1207N4828,"0.79","135"
"123752",E1208N4828,"0.74","160"
"123753",E1209N4828,"0.73","90"
"123754",E1210N4828,"0.73","135"
"123755",E1219N4828,"0.73","5"
"123756",E1220N4828,"0.66","5"
"123757",E1229N4828,"0.40","10"
"123975",E1229N4827,"0.40","5"
"123976",E1230N4827,"0.40","5"
"121216",E1174N4839,"0.26","2"
"121217",E1175N4839,"0.39","100"
"121218",E1181N4839,"0.29","145"
"121219",E1182N4839,"0.38","20"
"121220",E1183N4839,"0.37","20"
"120959",E1174N4840,"0.34","90"
"120960",E1175N4840,"0.41","125"
"120961",E1176N4840,"0.40","70"
"120962",E1182N4840,"0.33","20"
"120702",E1182N4841,"0.36","5"
"120432",E1183N4842,"0.41","15"
"120170",E1182N4843,"0.47","90"
"120171",E1183N4843,"0.47","10"
"119910",E1178N4844,"0.44","10"
"119911",E1179N4844,"0.47","65"
"119912",E1180N4844,"0.53","15"
"119913",E1181N4844,"0.49","10"
"119914",E1182N4844,"0.47","125"
"119915",E1183N4844,"0.53","5"
"119649",E1173N4845,"0.60","70"
"119650",E1174N4845,"0.55","130"
"119651",E1175N4845,"0.48","445"
"119652",E1178N4845,"0.45","85"
"119653",E1179N4845,"0.50","210"
"119654",E1180N4845,"0.54","200"
"119655",E1181N4845,"0.53","220"
"119656",E1182N4845,"0.54","265"
"119657",E1183N4845,"0.58","215"
"119658",E1184N4845,"0.66","25"
"121490",E1183N4838,"0.39","60"
"121733",E1183N4837,"0.40","15"
"121489",E1182N4838,"0.39","90"
"121732",E1182N4837,"0.40","50"
"121960",E1182N4836,"0.40","65"
"122172",E1182N4835,"0.42","35"
"121488",E1181N4838,"0.37","20"
"121731",E1181N4837,"0.40","20"
"121959",E1181N4836,"0.40","10"
"121734",E1184N4837,"0.50","5"
"120954",E1164N4840,"0.43","65"
"120955",E1165N4840,"0.46","75"
"120956",E1166N4840,"0.48","120"
"120957",E1167N4840,"0.53","85"
"120426",E1163N4842,"0.52","115"
"120427",E1164N4842,"0.57","50"
"120428",E1165N4842,"0.59","10"
"120429",E1166N4842,"0.62","60"
"120430",E1167N4842,"0.66","105"
"120165",E1163N4843,"0.60","130"
"120166",E1164N4843,"0.60","70"
"120167",E1165N4843,"0.64","15"
"120168",E1166N4843,"0.67","255"
"120169",E1167N4843,"0.67","215"
"119907",E1163N4844,"0.61","40"
"119908",E1166N4844,"0.67","50"
"119909",E1167N4844,"0.67","170"
"120958",E1168N4840,"0.53","20"
"121212",E1163N4839,"0.33","30"
"121213",E1164N4839,"0.35","30"
"121214",E1167N4839,"0.41","40"
"121215",E1168N4839,"0.35","55"
"121730",E1165N4837,"0.31","20"
"119645",E1169N4845,"0.67","150"
"119646",E1170N4845,"0.67","100"
"119648",E1172N4845,"0.60","85"
"119647",E1171N4845,"0.65","205"
"120439",E1191N4842,"0.53","370"
"120706",E1191N4841,"0.51","195"
"120966",E1192N4840,"0.52","65"
"120440",E1192N4842,"0.53","310"
"120707",E1192N4841,"0.48","250"
"120708",E1193N4841,"0.51","295"
"120441",E1193N4842,"0.52","220"
"120967",E1193N4840,"0.60","30"
"120709",E1194N4841,"0.63","220"
"120442",E1194N4842,"0.62","145"
"120968",E1195N4840,"0.68","65"
"120711",E1196N4841,"0.70","20"
"120969",E1196N4840,"0.73","85"
"120712",E1197N4841,"0.69","50"
"120970",E1197N4840,"0.76","55"
"120713",E1198N4841,"0.67","25"
"120971",E1198N4840,"0.77","90"
"120714",E1199N4841,"0.70","10"
"120972",E1199N4840,"0.74","20"
