fid,crs28992re,FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_CALC_FMC_PETAR_AMENITIES_FMC_INDEX_NON_Num_65+rea,1COR_DEN_INDEX_WALK
"117394",E1230N4853,"50","50","50","1.00"
"117395",E1231N4853,"30","30","30","1.00"
"117396",E1232N4853,"30","30","30","1.00"
"117397",E1233N4853,"20","20","20","1.00"
"117398",E1234N4853,"15","15","15","1.00"
"117399",E1235N4853,"25","25","25","1.00"
"117400",E1236N4853,"25","25","25","1.00"
"117401",E1237N4853,"10","10","10","0.97"
"117402",E1238N4853,"20","20","20","0.94"
"117403",E1239N4853,"20","20","20","0.95"
"117404",E1240N4853,"15","15","15","0.93"
"117405",E1241N4853,"25","25","25","0.93"
"117406",E1242N4853,"35","35","35","0.93"
"117407",E1243N4853,"40","40","40","0.93"
"117408",E1244N4853,"25","25","25","0.93"
"117409",E1245N4853,"20","20","20","0.93"
"117410",E1246N4853,"10","10","10","0.88"
"117411",E1247N4853,"2","2","2","0.83"
"117412",E1250N4853,"2","2","2","0.62"
"117413",E1251N4853,"2","2","2","0.54"
"117414",E1252N4853,"2","2","2","0.53"
"116736",E1215N4855,"25","25","25","0.93"
"116737",E1216N4855,"5","5","5","0.93"
"116738",E1217N4855,"15","15","15","0.93"
"116739",E1218N4855,"20","20","20","0.93"
"116740",E1219N4855,"50","50","50","0.93"
"116741",E1220N4855,"20","20","20","0.88"
"116742",E1221N4855,"5","5","5","0.88"
"116743",E1222N4855,"2","2","2","0.87"
"116744",E1223N4855,"25","25","25","0.81"
"116745",E1224N4855,"25","25","25","0.80"
"116746",E1225N4855,"30","30","30","0.80"
"116747",E1226N4855,"40","40","40","0.85"
"116748",E1227N4855,"25","25","25","0.87"
"116749",E1228N4855,"35","35","35","0.93"
"116750",E1229N4855,"60","60","60","0.94"
"116751",E1230N4855,"20","20","20","1.00"
"116752",E1231N4855,"15","15","15","1.00"
"116753",E1232N4855,"35","35","35","1.00"
"116754",E1233N4855,"10","10","10","1.00"
"116755",E1234N4855,"15","15","15","1.00"
"116756",E1235N4855,"5","5","5","1.00"
"116757",E1236N4855,"20","20","20","0.95"
"116758",E1237N4855,"25","25","25","0.93"
"116759",E1238N4855,"60","60","60","0.93"
"116760",E1239N4855,"2","2","2","0.93"
"116761",E1240N4855,"2","2","2","0.93"
"116762",E1241N4855,"10","10","10","0.93"
"116763",E1242N4855,"10","10","10","0.93"
"116764",E1243N4855,"15","15","15","0.93"
"116765",E1244N4855,"2","2","2","0.93"
"116766",E1246N4855,"2","2","2","0.93"
"116767",E1247N4855,"2","2","2","0.87"
"116768",E1248N4855,"15","15","15","0.82"
"116769",E1249N4855,"5","5","5","0.73"
"116770",E1250N4855,"2","2","2","0.65"
"117696",E1216N4852,"5","5","5","0.93"
"117697",E1217N4852,"35","35","35","0.93"
"117698",E1218N4852,"30","30","30","0.93"
"117699",E1219N4852,"20","20","20","0.87"
"117700",E1220N4852,"30","30","30","0.87"
"117701",E1221N4852,"40","40","40","0.87"
"117702",E1222N4852,"10","10","10","0.82"
"117703",E1223N4852,"2","2","2","0.80"
"117704",E1224N4852,"25","25","25","0.80"
"117705",E1225N4852,"15","15","15","0.80"
"117706",E1226N4852,"2","2","2","0.78"
"117707",E1227N4852,"5","5","5","0.82"
"117708",E1228N4852,"2","2","2","0.87"
"117709",E1229N4852,"30","30","30","0.92"
"117710",E1230N4852,"20","20","20","1.00"
"117711",E1231N4852,"20","20","20","1.00"
"117712",E1232N4852,"45","45","45","1.00"
"117713",E1233N4852,"25","25","25","0.99"
"117714",E1234N4852,"25","25","25","0.99"
"117715",E1235N4852,"25","25","25","1.00"
"117716",E1236N4852,"15","15","15","1.00"
"117717",E1237N4852,"20","20","20","1.00"
"117718",E1238N4852,"10","10","10","0.94"
"117719",E1239N4852,"25","25","25","0.93"
"117720",E1240N4852,"30","30","30","0.89"
"117721",E1241N4852,"35","35","35","0.88"
"117722",E1242N4852,"20","20","20","0.89"
"117723",E1243N4852,"15","15","15","0.90"
"117724",E1244N4852,"2","2","2","0.91"
"117725",E1245N4852,"2","2","2","0.83"
"117726",E1246N4852,"20","20","20","0.78"
"117727",E1247N4852,"15","15","15","0.76"
"117728",E1248N4852,"2","2","2","0.73"
"117729",E1251N4852,"2","2","2","0.53"
"117730",E1252N4852,"2","2","2","0.53"
"121511",E1227N4838,"2","2","2","0.74"
"121510",E1225N4838,"10","10","10","0.80"
"121509",E1224N4838,"25","25","25","0.86"
"121508",E1223N4838,"20","20","20","0.83"
"121507",E1222N4838,"30","30","30","0.80"
"121506",E1221N4838,"30","30","30","0.80"
"121248",E1229N4839,"2","2","2","0.73"
"121247",E1227N4839,"2","2","2","0.79"
"121246",E1226N4839,"15","15","15","0.86"
"121245",E1225N4839,"40","40","40","0.84"
"121244",E1224N4839,"30","30","30","0.82"
"121243",E1223N4839,"35","35","35","0.87"
"121242",E1222N4839,"40","40","40","0.84"
"121241",E1221N4839,"15","15","15","0.80"
"119696",E1228N4845,"5","5","5","0.81"
"119695",E1225N4845,"2","2","2","0.80"
"119694",E1224N4845,"45","45","45","0.81"
"119693",E1223N4845,"20","20","20","0.86"
"119692",E1222N4845,"40","40","40","0.87"
"119691",E1221N4845,"20","20","20","0.87"
"122398",E1238N4834,"2","2","2","0.59"
"122397",E1237N4834,"2","2","2","0.67"
"122396",E1236N4834,"2","2","2","0.62"
"122395",E1235N4834,"2","2","2","0.56"
"122394",E1231N4834,"5","5","5","0.57"
"122393",E1230N4834,"5","5","5","0.61"
"122392",E1226N4834,"2","2","2","0.69"
"122391",E1224N4834,"2","2","2","0.72"
"122186",E1235N4835,"2","2","2","0.62"
"122185",E1232N4835,"2","2","2","0.67"
"122184",E1231N4835,"2","2","2","0.67"
"122183",E1230N4835,"2","2","2","0.72"
"122182",E1229N4835,"2","2","2","0.73"
"122181",E1226N4835,"2","2","2","0.79"
"122180",E1225N4835,"2","2","2","0.74"
"122179",E1223N4835,"2","2","2","0.76"
"121975",E1231N4836,"2","2","2","0.67"
"121974",E1230N4836,"15","15","15","0.72"
"121973",E1229N4836,"2","2","2","0.73"
"121972",E1228N4836,"10","10","10","0.73"
"121971",E1225N4836,"5","5","5","0.79"
"121970",E1224N4836,"2","2","2","0.80"
"121754",E1234N4837,"2","2","2","0.71"
"121753",E1233N4837,"2","2","2","0.67"
"121752",E1232N4837,"2","2","2","0.67"
"121751",E1231N4837,"2","2","2","0.67"
"121750",E1230N4837,"10","10","10","0.72"
"121749",E1226N4837,"2","2","2","0.80"
"121748",E1224N4837,"5","5","5","0.84"
"121747",E1223N4837,"2","2","2","0.80"
"121746",E1222N4837,"10","10","10","0.80"
"121745",E1221N4837,"15","15","15","0.77"
"122605",E1235N4833,"2","2","2","0.44"
"122606",E1236N4833,"2","2","2","0.47"
"122822",E1236N4832,"2","2","2","0.44"
"123042",E1233N4831,"2","2","2","0.35"
"123043",E1236N4831,"2","2","2","0.40"
"119697",E1232N4845,"40","40","40","0.89"
"119958",E1232N4844,"10","10","10","0.85"
"119698",E1233N4845,"5","5","5","0.92"
"119959",E1233N4844,"30","30","30","0.87"
"120216",E1233N4843,"2","2","2","0.77"
"119699",E1234N4845,"20","20","20","0.93"
"119960",E1234N4844,"20","20","20","0.87"
"120217",E1234N4843,"10","10","10","0.77"
"119700",E1238N4845,"5","5","5","0.93"
"119961",E1238N4844,"5","5","5","0.88"
"120218",E1238N4843,"2","2","2","0.76"
"119701",E1239N4845,"15","15","15","0.89"
"119962",E1239N4844,"10","10","10","0.84"
"120219",E1239N4843,"10","10","10","0.72"
"119702",E1240N4845,"10","10","10","0.87"
"119963",E1240N4844,"5","5","5","0.81"
"120220",E1240N4843,"20","20","20","0.69"
"120485",E1240N4842,"5","5","5","0.67"
"120747",E1240N4841,"2","2","2","0.66"
"119703",E1241N4845,"2","2","2","0.82"
"119964",E1241N4844,"60","60","60","0.76"
"120221",E1241N4843,"85","85","85","0.64"
"120486",E1241N4842,"20","20","20","0.62"
"120748",E1241N4841,"2","2","2","0.60"
"119704",E1242N4845,"40","40","40","0.79"
"119965",E1242N4844,"60","60","60","0.73"
"120222",E1242N4843,"20","20","20","0.60"
"120487",E1242N4842,"10","10","10","0.60"
"119705",E1243N4845,"15","15","15","0.74"
"119966",E1243N4844,"20","20","20","0.72"
"120223",E1243N4843,"10","10","10","0.60"
"119706",E1244N4845,"25","25","25","0.73"
"119967",E1244N4844,"10","10","10","0.68"
"120224",E1244N4843,"2","2","2","0.60"
"119707",E1245N4845,"5","5","5","0.69"
"121249",E1233N4839,"20","20","20","0.67"
"121250",E1234N4839,"25","25","25","0.67"
"121251",E1235N4839,"20","20","20","0.67"
"121252",E1236N4839,"15","15","15","0.67"
"121253",E1237N4839,"2","2","2","0.67"
"119968",E1246N4844,"75","75","75","0.65"
"119708",E1246N4845,"50","50","50","0.67"
"121512",E1232N4838,"10","10","10","0.67"
"121513",E1233N4838,"2","2","2","0.67"
"121514",E1234N4838,"10","10","10","0.68"
"121515",E1235N4838,"25","25","25","0.69"
"121516",E1236N4838,"2","2","2","0.67"
"121517",E1246N4838,"20","20","20","0.55"
"125221",E1244N4820,"15","15","15","0.53"
"123273",E1243N4830,"2","2","2","0.53"
"123044",E1244N4831,"2","2","2","0.59"
"123045",E1245N4831,"5","5","5","0.60"
"128576",E1245N4803,"2","2","2","0.40"
"129042",E1246N4801,"2","2","2","0.35"
"129285",E1246N4800,"2","2","2","0.32"
"128359",E1248N4804,"2","2","2","0.53"
"127942",E1251N4806,"15","15","15","0.66"
"127733",E1252N4807,"10","10","10","0.68"
"127943",E1252N4806,"10","10","10","0.68"
"128360",E1252N4804,"2","2","2","0.69"
"127521",E1253N4808,"15","15","15","0.73"
"127316",E1253N4809,"2","2","2","0.72"
"127734",E1253N4807,"5","5","5","0.73"
"128145",E1253N4805,"2","2","2","0.73"
"128361",E1253N4804,"15","15","15","0.73"
"128577",E1253N4803,"5","5","5","0.73"
"129043",E1253N4801,"2","2","2","0.69"
"129286",E1253N4800,"2","2","2","0.67"
"127522",E1254N4808,"15","15","15","0.73"
"127317",E1254N4809,"2","2","2","0.73"
"127735",E1254N4807,"25","25","25","0.73"
"127944",E1254N4806,"5","5","5","0.73"
"128146",E1254N4805,"20","20","20","0.73"
"128362",E1254N4804,"10","10","10","0.73"
"128578",E1254N4803,"10","10","10","0.73"
"128815",E1254N4802,"20","20","20","0.73"
"129044",E1254N4801,"2","2","2","0.73"
"129287",E1254N4800,"2","2","2","0.67"
"129544",E1241N4799,"2","2","2","0.21"
"129545",E1254N4799,"2","2","2","0.65"
"129800",E1252N4798,"2","2","2","0.45"
"129801",E1254N4798,"2","2","2","0.52"
"130063",E1254N4797,"2","2","2","0.42"
"125581",E1246N4818,"2","2","2","0.53"
"125582",E1247N4818,"2","2","2","0.53"
"125583",E1248N4818,"20","20","20","0.53"
"125584",E1249N4818,"20","20","20","0.54"
"125585",E1250N4818,"10","10","10","0.61"
"125397",E1247N4819,"20","20","20","0.53"
"125398",E1248N4819,"15","15","15","0.53"
"125399",E1249N4819,"25","25","25","0.53"
"125400",E1250N4819,"25","25","25","0.55"
"125222",E1247N4820,"2","2","2","0.53"
"125223",E1248N4820,"10","10","10","0.53"
"125224",E1249N4820,"25","25","25","0.53"
"125225",E1250N4820,"20","20","20","0.53"
"125042",E1249N4821,"5","5","5","0.53"
"125043",E1250N4821,"15","15","15","0.53"
"124715",E1249N4823,"15","15","15","0.53"
"124716",E1250N4823,"2","2","2","0.53"
"125749",E1246N4817,"25","25","25","0.48"
"125748",E1245N4817,"10","10","10","0.48"
"125944",E1246N4816,"10","10","10","0.40"
"125943",E1245N4816,"10","10","10","0.32"
"126144",E1246N4815,"20","20","20","0.44"
"126143",E1245N4815,"2","2","2","0.40"
"126339",E1246N4814,"20","20","20","0.47"
"126338",E1245N4814,"2","2","2","0.46"
"126539",E1246N4813,"15","15","15","0.48"
"127096",E1248N4810,"15","15","15","0.55"
"127097",E1249N4810,"10","10","10","0.57"
"127098",E1250N4810,"10","10","10","0.63"
"127314",E1248N4809,"2","2","2","0.53"
"127315",E1249N4809,"2","2","2","0.53"
"122187",E1245N4835,"20","20","20","0.55"
"122188",E1246N4835,"15","15","15","0.60"
"122189",E1247N4835,"20","20","20","0.60"
"122190",E1248N4835,"15","15","15","0.60"
"122191",E1249N4835,"5","5","5","0.68"
"122192",E1250N4835,"5","5","5","0.73"
"121976",E1245N4836,"30","30","30","0.57"
"121977",E1246N4836,"25","25","25","0.60"
"121978",E1247N4836,"10","10","10","0.60"
"121979",E1248N4836,"25","25","25","0.60"
"121980",E1249N4836,"15","15","15","0.67"
"121981",E1250N4836,"25","25","25","0.73"
"121982",E1251N4836,"20","20","20","0.76"
"121755",E1245N4837,"15","15","15","0.60"
"121756",E1246N4837,"20","20","20","0.60"
"121757",E1247N4837,"25","25","25","0.60"
"121758",E1248N4837,"35","35","35","0.59"
"121759",E1249N4837,"45","45","45","0.64"
"121760",E1250N4837,"30","30","30","0.73"
"121518",E1247N4838,"35","35","35","0.57"
"121519",E1248N4838,"30","30","30","0.54"
"121520",E1249N4838,"25","25","25","0.60"
"121521",E1250N4838,"30","30","30","0.73"
"121254",E1247N4839,"20","20","20","0.53"
"121255",E1248N4839,"30","30","30","0.53"
"121256",E1249N4839,"30","30","30","0.58"
"121257",E1250N4839,"20","20","20","0.73"
"121002",E1248N4840,"10","10","10","0.54"
"121003",E1249N4840,"20","20","20","0.57"
"121004",E1250N4840,"20","20","20","0.69"
"120749",E1248N4841,"2","2","2","0.60"
"120750",E1249N4841,"30","30","30","0.63"
"120751",E1250N4841,"5","5","5","0.71"
"123046",E1246N4831,"2","2","2","0.62"
"122607",E1248N4833,"2","2","2","0.66"
"122608",E1249N4833,"5","5","5","0.67"
"122399",E1246N4834,"2","2","2","0.60"
"122400",E1247N4834,"10","10","10","0.60"
"122401",E1248N4834,"2","2","2","0.63"
"126896",E1247N4811,"15","15","15","0.54"
"126719",E1247N4812,"20","20","20","0.57"
"126540",E1247N4813,"25","25","25","0.56"
"125750",E1247N4817,"20","20","20","0.52"
"125945",E1247N4816,"10","10","10","0.40"
"126145",E1247N4815,"20","20","20","0.44"
"126340",E1247N4814,"20","20","20","0.52"
"126897",E1248N4811,"15","15","15","0.61"
"126720",E1248N4812,"25","25","25","0.63"
"126541",E1248N4813,"15","15","15","0.62"
"125751",E1248N4817,"5","5","5","0.53"
"125946",E1248N4816,"5","5","5","0.48"
"126146",E1248N4815,"15","15","15","0.55"
"126341",E1248N4814,"25","25","25","0.60"
"126898",E1249N4811,"175","175","175","0.65"
"126721",E1249N4812,"20","20","20","0.67"
"126542",E1249N4813,"20","20","20","0.67"
"125752",E1249N4817,"5","5","5","0.60"
"125947",E1249N4816,"2","2","2","0.60"
"126342",E1249N4814,"5","5","5","0.65"
"126899",E1250N4811,"50","50","50","0.68"
"126722",E1250N4812,"20","20","20","0.67"
"125753",E1250N4817,"2","2","2","0.67"
"125948",E1250N4816,"2","2","2","0.66"
"120710",E1195N4841,"10","10","10","0.70"
"120450",E1202N4842,"10","10","10","0.68"
"120449",E1201N4842,"20","20","20","0.67"
"120448",E1200N4842,"35","35","35","0.67"
"120447",E1199N4842,"45","45","45","0.67"
"120446",E1198N4842,"35","35","35","0.67"
"120445",E1197N4842,"45","45","45","0.67"
"120444",E1196N4842,"40","40","40","0.67"
"120443",E1195N4842,"30","30","30","0.67"
"119677",E1206N4845,"2","2","2","0.93"
"119676",E1205N4845,"10","10","10","0.91"
"119675",E1204N4845,"15","15","15","0.86"
"119674",E1203N4845,"10","10","10","0.79"
"119673",E1202N4845,"10","10","10","0.69"
"119672",E1201N4845,"20","20","20","0.67"
"119671",E1200N4845,"25","25","25","0.65"
"119670",E1199N4845,"25","25","25","0.67"
"119669",E1198N4845,"60","60","60","0.66"
"119668",E1197N4845,"10","10","10","0.61"
"119667",E1196N4845,"30","30","30","0.60"
"125216",E1206N4820,"10","10","10","0.47"
"125215",E1205N4820,"25","25","25","0.47"
"125214",E1204N4820,"35","35","35","0.45"
"125213",E1203N4820,"15","15","15","0.51"
"125212",E1202N4820,"15","15","15","0.53"
"125211",E1201N4820,"20","20","20","0.51"
"125210",E1200N4820,"15","15","15","0.47"
"125209",E1199N4820,"20","20","20","0.46"
"125208",E1198N4820,"20","20","20","0.42"
"125207",E1197N4820,"20","20","20","0.40"
"125038",E1210N4821,"10","10","10","0.47"
"125037",E1209N4821,"165","165","165","0.48"
"125036",E1208N4821,"10","10","10","0.52"
"125035",E1207N4821,"20","20","20","0.47"
"125034",E1206N4821,"40","40","40","0.47"
"125033",E1205N4821,"5","5","5","0.49"
"125032",E1204N4821,"85","85","85","0.59"
"125031",E1203N4821,"10","10","10","0.56"
"125030",E1202N4821,"35","35","35","0.53"
"125029",E1201N4821,"20","20","20","0.53"
"125028",E1200N4821,"5","5","5","0.52"
"125027",E1199N4821,"30","30","30","0.47"
"125026",E1198N4821,"15","15","15","0.47"
"125025",E1197N4821,"20","20","20","0.49"
"124874",E1210N4822,"15","15","15","0.47"
"124873",E1208N4822,"15","15","15","0.53"
"124872",E1207N4822,"20","20","20","0.52"
"124871",E1206N4822,"20","20","20","0.48"
"124870",E1205N4822,"40","40","40","0.57"
"124869",E1204N4822,"35","35","35","0.60"
"124868",E1202N4822,"10","10","10","0.55"
"124867",E1201N4822,"5","5","5","0.53"
"124866",E1200N4822,"15","15","15","0.53"
"124865",E1199N4822,"10","10","10","0.52"
"125217",E1207N4820,"15","15","15","0.46"
"125218",E1208N4820,"2","2","2","0.41"
"125219",E1209N4820,"15","15","15","0.41"
"120452",E1205N4842,"2","2","2","0.75"
"120453",E1206N4842,"5","5","5","0.80"
"120454",E1207N4842,"5","5","5","0.87"
"120455",E1208N4842,"25","25","25","0.93"
"120456",E1209N4842,"35","35","35","0.93"
"120457",E1210N4842,"40","40","40","0.97"
"120458",E1211N4842,"35","35","35","1.00"
"120459",E1212N4842,"35","35","35","0.99"
"120460",E1213N4842,"2","2","2","0.95"
"120461",E1214N4842,"30","30","30","0.93"
"120462",E1215N4842,"40","40","40","0.94"
"120463",E1216N4842,"30","30","30","0.89"
"120464",E1217N4842,"35","35","35","0.87"
"120465",E1218N4842,"30","30","30","0.87"
"120466",E1219N4842,"15","15","15","0.90"
"120467",E1220N4842,"20","20","20","0.93"
"120468",E1221N4842,"25","25","25","0.92"
"120469",E1222N4842,"65","65","65","0.87"
"120470",E1223N4842,"25","25","25","0.87"
"120471",E1224N4842,"20","20","20","0.87"
"120472",E1225N4842,"25","25","25","0.87"
"120473",E1226N4842,"10","10","10","0.87"
"120474",E1227N4842,"15","15","15","0.84"
"120475",E1228N4842,"20","20","20","0.80"
"120476",E1229N4842,"2","2","2","0.79"
"120477",E1230N4842,"2","2","2","0.70"
"120478",E1231N4842,"10","10","10","0.71"
"120479",E1232N4842,"20","20","20","0.73"
"120480",E1233N4842,"30","30","30","0.73"
"120481",E1234N4842,"25","25","25","0.73"
"120482",E1235N4842,"2","2","2","0.73"
"120483",E1236N4842,"115","115","115","0.73"
"120484",E1237N4842,"5","5","5","0.73"
"126537",E1222N4813,"2","2","2","0.00"
"126717",E1223N4812,"5","5","5","0.00"
"126538",E1223N4813,"2","2","2","0.00"
"126718",E1224N4812,"2","2","2","0.00"
"125016",E1161N4821,"2","2","2","0.07"
"124853",E1161N4822,"2","2","2","0.07"
"124685",E1159N4823,"5","5","5","0.07"
"124526",E1159N4824,"2","2","2","0.07"
"124525",E1158N4824,"5","5","5","0.01"
"123492",E1154N4829,"2","2","2","0.07"
"123255",E1154N4830,"2","2","2","0.07"
"122384",E1161N4834,"2","2","2","0.27"
"121487",E1161N4838,"2","2","2","0.27"
"121486",E1159N4838,"2","2","2","0.29"
"121485",E1155N4838,"2","2","2","0.33"
"121211",E1162N4839,"2","2","2","0.28"
"121210",E1161N4839,"2","2","2","0.27"
"121209",E1160N4839,"2","2","2","0.27"
"121208",E1158N4839,"2","2","2","0.33"
"121207",E1156N4839,"2","2","2","0.33"
"121206",E1155N4839,"2","2","2","0.33"
"121205",E1154N4839,"5","5","5","0.33"
"120953",E1162N4840,"5","5","5","0.32"
"120952",E1161N4840,"2","2","2","0.27"
"120951",E1160N4840,"5","5","5","0.27"
"120950",E1159N4840,"5","5","5","0.28"
"120949",E1158N4840,"5","5","5","0.33"
"120948",E1157N4840,"2","2","2","0.33"
"120947",E1156N4840,"20","20","20","0.33"
"120946",E1155N4840,"10","10","10","0.33"
"120945",E1154N4840,"2","2","2","0.33"
"120689",E1156N4841,"25","25","25","0.33"
"120688",E1155N4841,"10","10","10","0.33"
"120687",E1154N4841,"10","10","10","0.36"
"120419",E1156N4842,"5","5","5","0.33"
"120418",E1155N4842,"10","10","10","0.34"
"120417",E1154N4842,"5","5","5","0.45"
"125929",E1191N4816,"2","2","2","0.20"
"125930",E1192N4816,"2","2","2","0.26"
"125931",E1193N4816,"5","5","5","0.28"
"125746",E1192N4817,"2","2","2","0.27"
"125562",E1193N4818,"2","2","2","0.33"
"125374",E1188N4819,"5","5","5","0.20"
"125375",E1189N4819,"20","20","20","0.24"
"125376",E1190N4819,"30","30","30","0.32"
"125377",E1191N4819,"5","5","5","0.33"
"125199",E1188N4820,"5","5","5","0.29"
"125200",E1189N4820,"45","45","45","0.33"
"125201",E1190N4820,"25","25","25","0.33"
"125202",E1191N4820,"5","5","5","0.33"
"125017",E1188N4821,"2","2","2","0.39"
"125018",E1189N4821,"30","30","30","0.37"
"125019",E1190N4821,"30","30","30","0.33"
"125020",E1191N4821,"2","2","2","0.33"
"124854",E1188N4822,"5","5","5","0.40"
"124855",E1189N4822,"125","125","125","0.40"
"124856",E1190N4822,"40","40","40","0.38"
"124857",E1191N4822,"10","10","10","0.33"
"124686",E1188N4823,"2","2","2","0.40"
"124687",E1189N4823,"10","10","10","0.40"
