fid,crs28992re,FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_FMC_INDEX_SOC_Num_65+rea
"127734",E1253N4807,"5","5"
"128145",E1253N4805,"2","2"
"128361",E1253N4804,"15","15"
"128577",E1253N4803,"5","5"
"129043",E1253N4801,"2","2"
"129286",E1253N4800,"2","2"
"127522",E1254N4808,"15","15"
"127317",E1254N4809,"2","2"
"127735",E1254N4807,"25","25"
"127944",E1254N4806,"5","5"
"128146",E1254N4805,"20","20"
"128362",E1254N4804,"10","10"
"128578",E1254N4803,"10","10"
"128815",E1254N4802,"20","20"
"129044",E1254N4801,"2","2"
"129287",E1254N4800,"2","2"
"129544",E1241N4799,"2","2"
"129545",E1254N4799,"2","2"
"129800",E1252N4798,"2","2"
"129801",E1254N4798,"2","2"
"130063",E1254N4797,"2","2"
"125581",E1246N4818,"2","2"
"125582",E1247N4818,"2","2"
"125583",E1248N4818,"20","20"
"125584",E1249N4818,"20","20"
"125585",E1250N4818,"10","10"
"125397",E1247N4819,"20","20"
"125398",E1248N4819,"15","15"
"125399",E1249N4819,"25","25"
"125400",E1250N4819,"25","25"
"125222",E1247N4820,"2","2"
"125223",E1248N4820,"10","10"
"125224",E1249N4820,"25","25"
"125225",E1250N4820,"20","20"
"125042",E1249N4821,"5","5"
"125043",E1250N4821,"15","15"
"124715",E1249N4823,"15","15"
"124716",E1250N4823,"2","2"
"125749",E1246N4817,"25","25"
"125748",E1245N4817,"10","10"
"125944",E1246N4816,"10","10"
"125943",E1245N4816,"10","10"
"126144",E1246N4815,"20","20"
"126143",E1245N4815,"2","2"
"126339",E1246N4814,"20","20"
"126338",E1245N4814,"2","2"
"126539",E1246N4813,"15","15"
"127096",E1248N4810,"15","15"
"127097",E1249N4810,"10","10"
"127098",E1250N4810,"10","10"
"127314",E1248N4809,"2","2"
"127315",E1249N4809,"2","2"
"122187",E1245N4835,"20","20"
"122188",E1246N4835,"15","15"
"122189",E1247N4835,"20","20"
"122190",E1248N4835,"15","15"
"122191",E1249N4835,"5","5"
"122192",E1250N4835,"5","5"
"121976",E1245N4836,"30","30"
"121977",E1246N4836,"25","25"
"121978",E1247N4836,"10","10"
"121979",E1248N4836,"25","25"
"121980",E1249N4836,"15","15"
"121981",E1250N4836,"25","25"
"121982",E1251N4836,"20","20"
"121755",E1245N4837,"15","15"
"121756",E1246N4837,"20","20"
"121757",E1247N4837,"25","25"
"121758",E1248N4837,"35","35"
"121759",E1249N4837,"45","45"
"121760",E1250N4837,"30","30"
"121518",E1247N4838,"35","35"
"121519",E1248N4838,"30","30"
"121520",E1249N4838,"25","25"
"121521",E1250N4838,"30","30"
"121254",E1247N4839,"20","20"
"121255",E1248N4839,"30","30"
"121256",E1249N4839,"30","30"
"121257",E1250N4839,"20","20"
"121002",E1248N4840,"10","10"
"121003",E1249N4840,"20","20"
"121004",E1250N4840,"20","20"
"120749",E1248N4841,"2","2"
"120750",E1249N4841,"30","30"
"120751",E1250N4841,"5","5"
"123046",E1246N4831,"2","2"
"122607",E1248N4833,"2","2"
"122608",E1249N4833,"5","5"
"122399",E1246N4834,"2","2"
"122400",E1247N4834,"10","10"
"122401",E1248N4834,"2","2"
"126896",E1247N4811,"15","15"
"126719",E1247N4812,"20","20"
"126540",E1247N4813,"25","25"
"125750",E1247N4817,"20","20"
"125945",E1247N4816,"10","10"
"126145",E1247N4815,"20","20"
"126340",E1247N4814,"20","20"
"126897",E1248N4811,"15","15"
"126720",E1248N4812,"25","25"
"126541",E1248N4813,"15","15"
"125751",E1248N4817,"5","5"
"125946",E1248N4816,"5","5"
"126146",E1248N4815,"15","15"
"126341",E1248N4814,"25","25"
"126898",E1249N4811,"175","175"
"126721",E1249N4812,"20","20"
"126542",E1249N4813,"20","20"
"125752",E1249N4817,"5","5"
"125947",E1249N4816,"2","2"
"126342",E1249N4814,"5","5"
"126899",E1250N4811,"50","50"
"126722",E1250N4812,"20","20"
"125753",E1250N4817,"2","2"
"125948",E1250N4816,"2","2"
"120710",E1195N4841,"10","10"
"120450",E1202N4842,"10","10"
"120449",E1201N4842,"20","20"
"120448",E1200N4842,"35","35"
"120447",E1199N4842,"45","45"
"120446",E1198N4842,"35","35"
"120445",E1197N4842,"45","45"
"120444",E1196N4842,"40","40"
"120443",E1195N4842,"30","30"
"119677",E1206N4845,"2","2"
"119676",E1205N4845,"10","10"
"119675",E1204N4845,"15","15"
"119674",E1203N4845,"10","10"
"119673",E1202N4845,"10","10"
"119672",E1201N4845,"20","20"
"119671",E1200N4845,"25","25"
"119670",E1199N4845,"25","25"
"119669",E1198N4845,"60","60"
"119668",E1197N4845,"10","10"
"119667",E1196N4845,"30","30"
"125216",E1206N4820,"10","10"
"125215",E1205N4820,"25","25"
"125214",E1204N4820,"35","35"
"125213",E1203N4820,"15","15"
"125212",E1202N4820,"15","15"
"125211",E1201N4820,"20","20"
"125210",E1200N4820,"15","15"
"125209",E1199N4820,"20","20"
"125208",E1198N4820,"20","20"
"125207",E1197N4820,"20","20"
"125038",E1210N4821,"10","10"
"125037",E1209N4821,"165","165"
"125036",E1208N4821,"10","10"
"125035",E1207N4821,"20","20"
"125034",E1206N4821,"40","40"
"125033",E1205N4821,"5","5"
"125032",E1204N4821,"85","85"
"125031",E1203N4821,"10","10"
"125030",E1202N4821,"35","35"
"125029",E1201N4821,"20","20"
"125028",E1200N4821,"5","5"
"125027",E1199N4821,"30","30"
"125026",E1198N4821,"15","15"
"125025",E1197N4821,"20","20"
"124874",E1210N4822,"15","15"
"124873",E1208N4822,"15","15"
"124872",E1207N4822,"20","20"
"124871",E1206N4822,"20","20"
"124870",E1205N4822,"40","40"
"124869",E1204N4822,"35","35"
"124868",E1202N4822,"10","10"
"124867",E1201N4822,"5","5"
"124866",E1200N4822,"15","15"
"124865",E1199N4822,"10","10"
"125217",E1207N4820,"15","15"
"125218",E1208N4820,"2","2"
"125219",E1209N4820,"15","15"
"120452",E1205N4842,"2","2"
"120453",E1206N4842,"5","5"
"120454",E1207N4842,"5","5"
"120455",E1208N4842,"25","25"
"120456",E1209N4842,"35","35"
"120457",E1210N4842,"40","40"
"120458",E1211N4842,"35","35"
"120459",E1212N4842,"35","35"
"120460",E1213N4842,"2","2"
"120461",E1214N4842,"30","30"
"120462",E1215N4842,"40","40"
"120463",E1216N4842,"30","30"
"120464",E1217N4842,"35","35"
"120465",E1218N4842,"30","30"
"120466",E1219N4842,"15","15"
"120467",E1220N4842,"20","20"
"120468",E1221N4842,"25","25"
"120469",E1222N4842,"65","65"
"120470",E1223N4842,"25","25"
"120471",E1224N4842,"20","20"
"120472",E1225N4842,"25","25"
"120473",E1226N4842,"10","10"
"120474",E1227N4842,"15","15"
"120475",E1228N4842,"20","20"
"120476",E1229N4842,"2","2"
"120477",E1230N4842,"2","2"
"120478",E1231N4842,"10","10"
"120479",E1232N4842,"20","20"
"120480",E1233N4842,"30","30"
"120481",E1234N4842,"25","25"
"120482",E1235N4842,"2","2"
"120483",E1236N4842,"115","115"
"120484",E1237N4842,"5","5"
"126537",E1222N4813,"2","2"
"126717",E1223N4812,"5","5"
"126538",E1223N4813,"2","2"
"126718",E1224N4812,"2","2"
"125016",E1161N4821,"2","2"
"124853",E1161N4822,"2","2"
"124685",E1159N4823,"5","5"
"124526",E1159N4824,"2","2"
"124525",E1158N4824,"5","5"
"123492",E1154N4829,"2","2"
"123255",E1154N4830,"2","2"
"122384",E1161N4834,"2","2"
"121487",E1161N4838,"2","2"
"121486",E1159N4838,"2","2"
"121485",E1155N4838,"2","2"
"121211",E1162N4839,"2","2"
"121210",E1161N4839,"2","2"
"121209",E1160N4839,"2","2"
"121208",E1158N4839,"2","2"
"121207",E1156N4839,"2","2"
"121206",E1155N4839,"2","2"
"121205",E1154N4839,"5","5"
"120953",E1162N4840,"5","5"
"120952",E1161N4840,"2","2"
"120951",E1160N4840,"5","5"
"120950",E1159N4840,"5","5"
"120949",E1158N4840,"5","5"
"120948",E1157N4840,"2","2"
"120947",E1156N4840,"20","20"
"120946",E1155N4840,"10","10"
"120945",E1154N4840,"2","2"
"120689",E1156N4841,"25","25"
"120688",E1155N4841,"10","10"
"120687",E1154N4841,"10","10"
"120419",E1156N4842,"5","5"
"120418",E1155N4842,"10","10"
"120417",E1154N4842,"5","5"
"125929",E1191N4816,"2","2"
"125930",E1192N4816,"2","2"
"125931",E1193N4816,"5","5"
"125746",E1192N4817,"2","2"
"125562",E1193N4818,"2","2"
"125374",E1188N4819,"5","5"
"125375",E1189N4819,"20","20"
"125376",E1190N4819,"30","30"
"125377",E1191N4819,"5","5"
"125199",E1188N4820,"5","5"
"125200",E1189N4820,"45","45"
"125201",E1190N4820,"25","25"
"125202",E1191N4820,"5","5"
"125017",E1188N4821,"2","2"
"125018",E1189N4821,"30","30"
"125019",E1190N4821,"30","30"
"125020",E1191N4821,"2","2"
"124854",E1188N4822,"5","5"
"124855",E1189N4822,"125","125"
"124856",E1190N4822,"40","40"
"124857",E1191N4822,"10","10"
"124686",E1188N4823,"2","2"
"124687",E1189N4823,"10","10"
"124688",E1190N4823,"25","25"
"124689",E1191N4823,"5","5"
"124527",E1188N4824,"2","2"
"124528",E1189N4824,"25","25"
"124529",E1190N4824,"10","10"
"124530",E1191N4824,"20","20"
"125745",E1191N4817,"135","135"
"125561",E1191N4818,"5","5"
"125928",E1190N4816,"10","10"
"125560",E1190N4818,"10","10"
"125927",E1189N4816,"10","10"
"125926",E1188N4816,"2","2"
"125744",E1188N4817,"5","5"
"125559",E1188N4818,"5","5"
"125932",E1194N4816,"5","5"
"125563",E1194N4818,"2","2"
"125933",E1195N4816,"2","2"
"125564",E1195N4818,"2","2"
"125934",E1196N4816,"15","15"
"125565",E1196N4818,"2","2"
"125935",E1197N4816,"2","2"
"125566",E1197N4818,"15","15"
"125936",E1198N4816,"2","2"
"125567",E1198N4818,"10","10"
"125937",E1199N4816,"2","2"
"125568",E1199N4818,"5","5"
"125938",E1200N4816,"2","2"
"125569",E1200N4818,"10","10"
"125939",E1201N4816,"2","2"
"125570",E1201N4818,"5","5"
"125940",E1202N4816,"2","2"
"125571",E1202N4818,"2","2"
"125572",E1203N4818,"5","5"
"125573",E1204N4818,"5","5"
"125574",E1205N4818,"5","5"
"125575",E1206N4818,"15","15"
"125576",E1207N4818,"5","5"
"125577",E1208N4818,"5","5"
"125578",E1209N4818,"10","10"
"125579",E1210N4818,"5","5"
"125747",E1211N4817,"5","5"
"125942",E1215N4816,"2","2"
"125580",E1215N4818,"2","2"
"126337",E1220N4814,"2","2"
"126142",E1220N4815,"2","2"
"125203",E1192N4820,"10","10"
"125021",E1192N4821,"10","10"
"124858",E1192N4822,"5","5"
"124690",E1192N4823,"10","10"
"125378",E1192N4819,"2","2"
"125204",E1193N4820,"15","15"
"125022",E1193N4821,"15","15"
"124859",E1193N4822,"10","10"
"124691",E1193N4823,"2","2"
"124531",E1193N4824,"30","30"
"125379",E1193N4819,"15","15"
"125205",E1194N4820,"15","15"
"125023",E1194N4821,"50","50"
"124860",E1194N4822,"40","40"
"124692",E1194N4823,"15","15"
"124532",E1194N4824,"15","15"
"125380",E1194N4819,"10","10"
"125381",E1195N4819,"15","15"
"125382",E1196N4819,"2","2"
"125383",E1197N4819,"2","2"
"125384",E1198N4819,"15","15"
"125385",E1199N4819,"10","10"
"125386",E1200N4819,"2","2"
"125387",E1201N4819,"20","20"
"125388",E1202N4819,"2","2"
"125389",E1203N4819,"2","2"
"125390",E1204N4819,"10","10"
"125391",E1205N4819,"20","20"
"125392",E1206N4819,"10","10"
"125393",E1207N4819,"2","2"
"125394",E1208N4819,"20","20"
"125395",E1209N4819,"15","15"
"125396",E1210N4819,"10","10"
"124367",E1207N4825,"25","25"
"124366",E1206N4825,"40","40"
"124365",E1204N4825,"35","35"
"124364",E1203N4825,"50","50"
"124363",E1202N4825,"60","60"
"124362",E1201N4825,"40","40"
"124361",E1200N4825,"15","15"
"124360",E1199N4825,"20","20"
"124359",E1198N4825,"25","25"
"124358",E1197N4825,"25","25"
"124175",E1229N4826,"2","2"
"124174",E1210N4826,"35","35"
"124173",E1209N4826,"25","25"
"124172",E1208N4826,"60","60"
"124171",E1207N4826,"65","65"
"124170",E1206N4826,"70","70"
"124169",E1205N4826,"20","20"
"124168",E1204N4826,"25","25"
"124167",E1203N4826,"25","25"
"124166",E1201N4826,"2","2"
"124165",E1200N4826,"20","20"
"124164",E1199N4826,"35","35"
"124163",E1198N4826,"35","35"
"124162",E1197N4826,"35","35"
"124161",E1196N4826,"2","2"
"123974",E1210N4827,"30","30"
"123973",E1209N4827,"30","30"
"123972",E1208N4827,"20","20"
"123971",E1207N4827,"20","20"
"123970",E1206N4827,"30","30"
"123969",E1205N4827,"30","30"
"123968",E1204N4827,"25","25"
"123967",E1203N4827,"30","30"
"124159",E1194N4826,"10","10"
"123959",E1194N4827,"2","2"
"124158",E1193N4826,"10","10"
"123958",E1193N4827,"2","2"
"124157",E1192N4826,"10","10"
"123957",E1192N4827,"5","5"
"124156",E1191N4826,"5","5"
"123956",E1191N4827,"10","10"
"124155",E1190N4826,"2","2"
"123955",E1190N4827,"2","2"
"124368",E1208N4825,"30","30"
"124369",E1209N4825,"10","10"
"124370",E1210N4825,"50","50"
"124357",E1189N4825,"10","10"
"124356",E1188N4825,"10","10"
"124154",E1189N4826,"10","10"
"123954",E1189N4827,"10","10"
"123953",E1188N4827,"15","15"
"123740",E1189N4828,"2","2"
"123739",E1188N4828,"35","35"
"123738",E1187N4828,"20","20"
"123496",E1187N4829,"5","5"
"123495",E1185N4829,"5","5"
"123494",E1184N4829,"2","2"
"123493",E1183N4829,"2","2"
"123256",E1189N4830,"2","2"
"123031",E1182N4831,"2","2"
"122808",E1184N4832,"2","2"
"122594",E1187N4833,"2","2"
"121961",E1187N4836,"2","2"
"121735",E1189N4837,"2","2"
"123743",E1199N4828,"25","25"
"123742",E1198N4828,"45","45"
"123741",E1197N4828,"45","45"
"123498",E1189N4829,"5","5"
"123497",E1188N4829,"10","10"
"123517",E1229N4829,"2","2"
"123516",E1228N4829,"2","2"
"123515",E1227N4829,"2","2"
"123514",E1221N4829,"5","5"
"123513",E1220N4829,"2","2"
"123512",E1218N4829,"2","2"
"123511",E1214N4829,"2","2"
"123510",E1209N4829,"5","5"
"123509",E1208N4829,"15","15"
"123508",E1207N4829,"5","5"
"123507",E1205N4829,"35","35"
"121492",E1192N4838,"2","2"
"121491",E1191N4838,"2","2"
"121237",E1217N4839,"55","55"
"121236",E1216N4839,"40","40"
"121235",E1215N4839,"35","35"
"121234",E1214N4839,"20","20"
"121233",E1213N4839,"20","20"
"121232",E1212N4839,"2","2"
"121231",E1202N4839,"30","30"
"121230",E1201N4839,"30","30"
"121229",E1200N4839,"15","15"
"121228",E1199N4839,"2","2"
"121227",E1198N4839,"15","15"
"121226",E1197N4839,"15","15"
"121225",E1196N4839,"10","10"
"121224",E1195N4839,"2","2"
"121223",E1194N4839,"2","2"
"121222",E1192N4839,"5","5"
"121221",E1191N4839,"2","2"
"123744",E1200N4828,"30","30"
"123745",E1201N4828,"30","30"
"123746",E1202N4828,"10","10"
"123747",E1203N4828,"30","30"
"123748",E1204N4828,"35","35"
"123749",E1205N4828,"30","30"
"123750",E1206N4828,"25","25"
"123751",E1207N4828,"45","45"
"123752",E1208N4828,"40","40"
"123753",E1209N4828,"15","15"
"123754",E1210N4828,"40","40"
"123755",E1219N4828,"2","2"
"123756",E1220N4828,"2","2"
"123757",E1229N4828,"2","2"
"123975",E1229N4827,"2","2"
"123976",E1230N4827,"2","2"
"121216",E1174N4839,"2","2"
"121217",E1175N4839,"2","2"
"121218",E1181N4839,"2","2"
"121219",E1182N4839,"2","2"
"121220",E1183N4839,"2","2"
"120959",E1174N4840,"2","2"
"120960",E1175N4840,"2","2"
"120961",E1176N4840,"2","2"
"120962",E1182N4840,"2","2"
"120702",E1182N4841,"2","2"
"120432",E1183N4842,"2","2"
"120170",E1182N4843,"10","10"
"120171",E1183N4843,"2","2"
"119910",E1178N4844,"5","5"
"119911",E1179N4844,"10","10"
"119912",E1180N4844,"2","2"
"119913",E1181N4844,"2","2"
"119914",E1182N4844,"10","10"
"119915",E1183N4844,"2","2"
"119649",E1173N4845,"10","10"
"119650",E1174N4845,"5","5"
"119651",E1175N4845,"2","2"
"119652",E1178N4845,"10","10"
"119653",E1179N4845,"20","20"
"119654",E1180N4845,"25","25"
"119655",E1181N4845,"25","25"
"119656",E1182N4845,"25","25"
"119657",E1183N4845,"10","10"
"119658",E1184N4845,"2","2"
"121490",E1183N4838,"5","5"
"121733",E1183N4837,"2","2"
"121489",E1182N4838,"5","5"
"121732",E1182N4837,"15","15"
"121960",E1182N4836,"10","10"
"122172",E1182N4835,"2","2"
"121488",E1181N4838,"2","2"
"121731",E1181N4837,"2","2"
"121959",E1181N4836,"2","2"
"121734",E1184N4837,"2","2"
"120954",E1164N4840,"2","2"
"120955",E1165N4840,"10","10"
"120956",E1166N4840,"25","25"
"120957",E1167N4840,"10","10"
"120426",E1163N4842,"2","2"
"120427",E1164N4842,"10","10"
"120428",E1165N4842,"2","2"
"120429",E1166N4842,"15","15"
"120430",E1167N4842,"40","40"
"120165",E1163N4843,"15","15"
"120166",E1164N4843,"2","2"
"120167",E1165N4843,"2","2"
"120168",E1166N4843,"5","5"
"120169",E1167N4843,"2","2"
"119907",E1163N4844,"5","5"
"119908",E1166N4844,"2","2"
"119909",E1167N4844,"2","2"
"120958",E1168N4840,"5","5"
"121212",E1163N4839,"5","5"
"121213",E1164N4839,"2","2"
"121214",E1167N4839,"2","2"
"121215",E1168N4839,"2","2"
"121730",E1165N4837,"2","2"
"119645",E1169N4845,"2","2"
"119646",E1170N4845,"2","2"
"119648",E1172N4845,"2","2"
"119647",E1171N4845,"20","20"
"120439",E1191N4842,"40","40"
"120706",E1191N4841,"25","25"
"120966",E1192N4840,"5","5"
"120440",E1192N4842,"25","25"
"120707",E1192N4841,"30","30"
"120708",E1193N4841,"15","15"
"120441",E1193N4842,"20","20"
"120967",E1193N4840,"10","10"
"120709",E1194N4841,"35","35"
"120442",E1194N4842,"10","10"
"120968",E1195N4840,"5","5"
"120711",E1196N4841,"2","2"
"120969",E1196N4840,"15","15"
"120712",E1197N4841,"5","5"
"120970",E1197N4840,"10","10"
"120713",E1198N4841,"5","5"
"120971",E1198N4840,"5","5"
"120714",E1199N4841,"2","2"
"120972",E1199N4840,"2","2"
"120715",E1200N4841,"2","2"
"120973",E1200N4840,"10","10"
"120716",E1201N4841,"35","35"
"120974",E1201N4840,"20","20"
"120717",E1202N4841,"30","30"
"120975",E1202N4840,"20","20"
"120451",E1203N4842,"2","2"
"120965",E1191N4840,"15","15"
"120705",E1190N4841,"10","10"
"120438",E1190N4842,"30","30"
"120964",E1190N4840,"55","55"
"120704",E1189N4841,"10","10"
"120437",E1189N4842,"20","20"
"120963",E1189N4840,"25","25"
"120703",E1188N4841,"2","2"
"120436",E1188N4842,"15","15"
"120435",E1187N4842,"15","15"
"120434",E1186N4842,"15","15"
"120433",E1185N4842,"10","10"
"120690",E1157N4841,"5","5"
"120420",E1157N4842,"10","10"
"120421",E1158N4842,"10","10"
"120422",E1159N4842,"10","10"
"120423",E1160N4842,"25","25"
"120424",E1161N4842,"15","15"
"120425",E1162N4842,"10","10"
"120159",E1157N4843,"15","15"
"120160",E1158N4843,"60","60"
"120161",E1159N4843,"155","155"
"120162",E1160N4843,"50","50"
"120163",E1161N4843,"10","10"
"120164",E1162N4843,"15","15"
"119901",E1157N4844,"35","35"
"119902",E1158N4844,"5","5"
"119903",E1159N4844,"10","10"
"119904",E1160N4844,"15","15"
"119905",E1161N4844,"2","2"
"119906",E1162N4844,"2","2"
"120691",E1158N4841,"15","15"
"120692",E1159N4841,"15","15"
"120693",E1160N4841,"25","25"
"120694",E1161N4841,"10","10"
"120695",E1162N4841,"10","10"
"120696",E1163N4841,"2","2"
"120697",E1164N4841,"2","2"
"120698",E1165N4841,"15","15"
"120699",E1166N4841,"10","10"
"120700",E1167N4841,"30","30"
"120701",E1168N4841,"25","25"
"120431",E1168N4842,"10","10"
"120172",E1185N4843,"20","20"
"120173",E1186N4843,"40","40"
"120174",E1187N4843,"35","35"
"120175",E1188N4843,"45","45"
"120176",E1189N4843,"40","40"
"120177",E1190N4843,"30","30"
"120178",E1191N4843,"35","35"
"120179",E1192N4843,"30","30"
"120180",E1193N4843,"45","45"
"120181",E1194N4843,"30","30"
"120182",E1195N4843,"35","35"
"120183",E1196N4843,"25","25"
"120184",E1197N4843,"40","40"
"120185",E1198N4843,"25","25"
"120186",E1199N4843,"55","55"
"120187",E1200N4843,"30","30"
"120188",E1201N4843,"20","20"
"120189",E1202N4843,"35","35"
"120190",E1203N4843,"10","10"
"120191",E1204N4843,"2","2"
"120192",E1206N4843,"5","5"
"120193",E1207N4843,"2","2"
"120194",E1208N4843,"10","10"
"120195",E1209N4843,"30","30"
"120196",E1210N4843,"50","50"
"120197",E1211N4843,"35","35"
"120198",E1212N4843,"40","40"
"120199",E1213N4843,"20","20"
"120200",E1214N4843,"35","35"
"120201",E1215N4843,"15","15"
"120202",E1216N4843,"30","30"
"120203",E1217N4843,"40","40"
"120204",E1218N4843,"25","25"
"120205",E1219N4843,"45","45"
"120206",E1220N4843,"2","2"
"120207",E1221N4843,"15","15"
"120208",E1222N4843,"30","30"
"120209",E1223N4843,"50","50"
"120210",E1224N4843,"15","15"
"120211",E1225N4843,"10","10"
"120212",E1226N4843,"10","10"
"120213",E1227N4843,"15","15"
"120214",E1228N4843,"10","10"
"120215",E1229N4843,"2","2"
"119659",E1186N4845,"2","2"
"119916",E1186N4844,"15","15"
"119917",E1187N4844,"15","15"
"119660",E1188N4845,"15","15"
"119918",E1188N4844,"115","115"
"119661",E1189N4845,"20","20"
"119919",E1189N4844,"40","40"
"119662",E1190N4845,"30","30"
"119920",E1190N4844,"40","40"
"119663",E1191N4845,"35","35"
"119921",E1191N4844,"25","25"
"119664",E1192N4845,"50","50"
"119922",E1192N4844,"30","30"
"119665",E1193N4845,"20","20"
"119923",E1193N4844,"35","35"
"119666",E1194N4845,"40","40"
"119924",E1194N4844,"30","30"
"119925",E1196N4844,"15","15"
"119926",E1197N4844,"30","30"
"119927",E1198N4844,"40","40"
"119928",E1199N4844,"25","25"
"119929",E1200N4844,"35","35"
"119930",E1201N4844,"25","25"
"119931",E1202N4844,"20","20"
"119932",E1203N4844,"10","10"
"119933",E1204N4844,"5","5"
"119934",E1205N4844,"5","5"
"119935",E1206N4844,"5","5"
"119936",E1207N4844,"5","5"
"119937",E1208N4844,"5","5"
"119938",E1209N4844,"25","25"
"119939",E1210N4844,"25","25"
"119940",E1211N4844,"20","20"
"119941",E1212N4844,"10","10"
"119942",E1213N4844,"25","25"
"119943",E1214N4844,"20","20"
"119944",E1215N4844,"40","40"
"119945",E1216N4844,"15","15"
"119946",E1217N4844,"10","10"
"119947",E1218N4844,"30","30"
"119948",E1219N4844,"20","20"
"119949",E1220N4844,"40","40"
"119950",E1221N4844,"25","25"
